,RMNH.INS.1271298_An_messeae - COX1 gene,RMNH.INS.1271299_An_messeae - COX1 gene,RMNH.INS.1271300_An_messeae - COX1 gene,RMNH.INS.1271301_Cq_richiardii - COX1 gene,RMNH.INS.1271302_Cq_richiardii - COX1 gene,RMNH.INS.1271303_Cq_richiardii - COX1 gene,RMNH.INS.1271304_Ae_vexans - COX1 gene,RMNH.INS.1271305_Ae_vexans - COX1 gene,RMNH.INS.1271306_Ae_vexans - COX1 gene,RMNH.INS.1271307_Cs_annulata - COX1 gene,RMNH.INS.1271308_Cs_annulata - COX1 gene,RMNH.INS.1271309_Cs_annulata - COX1 gene,RMNH.INS.1271310_An_claviger - COX1 gene,RMNH.INS.1271311_An_claviger - COX1 gene,RMNH.INS.1271312_An_claviger - COX1 gene,RMNH.INS.1271313_Cx_modestus - COX1 gene,RMNH.INS.1271314_Cx_modestus - COX1 gene,RMNH.INS.1271315_Cx_modestus - COX1 gene,RMNH.INS.1271316_Cx_territans - COX1 gene,RMNH.INS.1271317_Cx_territans - COX1 gene,RMNH.INS.1271318_Cx_territans - COX1 gene,RMNH.INS.1271319_Ae_cinereus - COX1 gene,RMNH.INS.1271320_Ae_cinereus - COX1 gene,RMNH.INS.1271321_Ae_cinereus - COX1 gene,RMNH.INS.1271322_Cs_longiareolata - COX1 gene,RMNH.INS.1271323_Cs_longiareolata - COX1 gene,RMNH.INS.1271324_Cs_longiareolata - COX1 gene,RMNH.INS.1271325_Ae_annulipes_cantans - COX1 gene,RMNH.INS.1271326_Ae_annulipes_cantans - COX1 gene,RMNH.INS.1271327_Ae_annulipes_cantans - COX1 gene,RMNH.INS.1271328_Ae_annulipes_cantans - COX1 gene,RMNH.INS.1271329_Ae_annulipes_cantans - COX1 gene,RMNH.INS.1271330_Ae_annulipes_cantans - COX1 gene,RMNH.INS.1271331_Ae_rusticus - COX1 gene,RMNH.INS.1271332_Ae_rusticus - COX1 gene,RMNH.INS.1271333_Ae_rusticus - COX1 gene,RMNH.INS.1271334_Ae_communis - COX1 gene,RMNH.INS.1271335_Ae_communis - COX1 gene,RMNH.INS.1271336_Ae_communis - COX1 gene,RMNH.INS.1271337_Ae_punctor - COX1 gene,RMNH.INS.1271338_Ae_rusticus - COX1 gene,RMNH.INS.1271339_Ae_punctor - COX1 gene,RMNH.INS.1271340_Ae_geniculatus - COX1 gene,RMNH.INS.1271341_Ae_geniculatus - COX1 gene,RMNH.INS.1271342_Ae_geniculatus - COX1 gene,RMNH.INS.1271344_Cs_subochrea - COX1 gene,RMNH.INS.1271345_Cs_annulata - COX1 gene,RMNH.INS.1271346_Ae_caspius - COX1 gene,RMNH.INS.1271347_Ae_caspius - COX1 gene,RMNH.INS.1271348_Ae_caspius - COX1 gene,RMNH.INS.1271349_An_plumbeus_partial_genome - COX1 gene,RMNH.INS.1271350_An_plumbeus_partial_genome - COX1 gene,RMNH.INS.1271351_An_plumbeus_partial_genome - COX1 gene,RMNH.INS.1271352_Cs_annulata - COX1 gene,RMNH.INS.1271354_Cs_annulata - COX1 gene,RMNH.INS.1271355_Cx_pipiens - COX1 gene,RMNH.INS.1271356_Cx_pipiens - COX1 gene,RMNH.INS.1271357_Cx_pipiens - COX1 gene,RMNH.INS.1271358_Cs_morsitans - COX1 gene,RMNH.INS.1271359_Cs_morsitans - COX1 gene,RMNH.INS.1271360_Cs_morsitans - COX1 gene,RMNH.INS.1271361_Ae_sticticus - COX1 gene,RMNH.INS.1271362_Ae_sticticus - COX1 gene,RMNH.INS.1271363_Ae_sticticus - COX1 gene,RMNH.INS.1271367_Ae_detritus - COX1 gene,RMNH.INS.1271368_Ae_detritus - COX1 gene,RMNH.INS.1271369_Ae_caspius - COX1 gene,RMNH.INS.1271370_Ae_flavescens - COX1 gene,RMNH.INS.1271371_Ae_flavescens - COX1 gene,RMNH.INS.1271372_Ae_flavescens - COX1 gene,RMNH.INS.1271375_Ae_leucomelas - COX1 gene,RMNH.INS.1271376_Ae_albopictus - COX1 gene,RMNH.INS.1271377_Ae_albopictus - COX1 gene,RMNH.INS.1271378_Ae_albopictus - COX1 gene,RMNH.INS.1271379_Ae_japonicus - COX1 gene,RMNH.INS.1271380_Ae_japonicus - COX1 gene,RMNH.INS.1271381_Ae_japonicus - COX1 gene,RMNH.INS.1271382_Ae_aegypti - COX1 gene,RMNH.INS.1271383_Ae_aegypti - COX1 gene,RMNH.INS.1271384_Ae_aegypti - COX1 gene,RMNH.INS.1271386_Ae_cinereus - COX1 gene,RMNH.INS.1271389_Cs_ochroptera - COX1 gene
RMNH.INS.1271324_Cs_longiareolata - COX1 gene,86.018,86.17,85.866,86.474,86.322,86.322,88.146,88.298,88.146,89.058,88.906,88.906,84.347,84.347,84.347,89.666,88.906,88.602,85.866,85.714,85.562,86.17,86.17,86.17,100,100,,85.714,85.714,85.714,85.562,86.018,85.866,89.21,88.906,88.906,87.842,87.842,87.842,86.322,88.906,86.322,87.538,87.538,87.538,87.994,88.906,88.45,89.058,88.754,84.65,84.65,84.65,88.906,88.906,89.362,89.362,89.21,87.386,87.234,87.234,87.386,87.386,87.386,87.69,88.146,89.058,85.41,85.41,85.106,86.474,85.41,85.41,85.258,85.866,85.866,86.322,84.802,85.866,85.714,86.018,88.298
RMNH.INS.1271325_Ae_annulipes_cantans - COX1 gene,85.258,85.41,85.106,83.131,83.131,83.131,87.994,88.146,87.994,84.954,84.802,84.802,84.65,84.65,84.65,84.65,84.043,83.739,85.562,85.41,85.258,85.258,85.258,85.258,85.714,85.714,85.714,,99.544,98.632,99.848,98.632,98.48,89.666,89.666,89.666,89.818,89.818,89.818,89.514,89.666,89.514,87.994,87.994,87.994,85.41,84.802,92.097,91.793,91.641,83.739,83.739,83.739,84.802,84.802,85.866,85.866,85.714,84.65,84.65,84.65,89.666,89.666,89.666,89.97,90.426,91.945,94.225,94.225,93.921,90.426,84.347,84.347,84.195,86.778,86.778,86.93,85.41,86.17,85.562,85.106,85.562
RMNH.INS.1271326_Ae_annulipes_cantans - COX1 gene,85.562,85.714,85.41,83.131,83.131,83.131,87.994,88.146,87.994,85.41,85.258,85.258,84.954,84.954,84.954,84.954,84.347,84.043,85.866,85.714,85.562,85.562,85.562,85.562,85.714,85.714,85.714,99.544,,99.088,99.392,99.088,98.936,89.666,89.666,89.666,90.122,90.122,90.122,89.666,89.666,89.666,87.994,87.994,87.994,85.714,85.258,92.097,91.945,91.945,83.739,83.739,83.739,85.258,85.258,85.866,85.866,85.714,84.498,84.498,84.498,89.97,89.97,89.97,90.426,90.881,92.097,94.681,94.681,94.377,90.729,84.65,84.65,84.498,86.778,86.778,86.93,85.41,86.474,85.866,85.41,85.714
RMNH.INS.1271327_Ae_annulipes_cantans - COX1 gene,86.322,86.474,85.866,83.435,83.435,83.435,88.146,88.298,88.146,85.866,85.714,85.714,85.258,85.258,85.258,85.258,84.347,84.347,86.018,85.866,85.714,85.866,85.866,85.866,85.714,85.714,85.714,98.632,99.088,,98.48,98.784,98.632,90.122,90.122,90.122,90.274,90.274,90.274,89.97,90.122,89.97,88.298,88.298,88.298,86.322,85.714,92.097,91.945,91.945,84.498,84.498,84.498,85.714,85.714,85.866,85.866,85.714,84.802,84.802,84.802,89.666,89.666,89.666,90.729,90.881,92.097,95.137,95.137,94.833,91.185,84.954,84.954,84.802,87.082,87.082,87.234,85.714,86.474,85.562,85.714,86.17
RMNH.INS.1271328_Ae_annulipes_cantans - COX1 gene,85.106,85.258,84.954,82.979,82.979,82.979,87.842,87.994,87.842,84.802,84.65,84.65,84.802,84.802,84.802,84.498,83.891,83.587,85.41,85.258,85.106,85.106,85.106,85.106,85.562,85.562,85.562,99.848,99.392,98.48,,98.48,98.328,89.514,89.514,89.514,89.666,89.666,89.666,89.362,89.514,89.362,87.842,87.842,87.842,85.258,84.65,91.945,91.641,91.489,83.587,83.587,83.587,84.65,84.65,85.714,85.714,85.562,84.498,84.498,84.498,89.514,89.514,89.514,90.122,90.274,91.793,94.073,94.073,93.769,90.578,84.195,84.195,84.043,86.626,86.626,86.778,85.258,86.018,85.41,84.954,85.41
RMNH.INS.1271329_Ae_annulipes_cantans - COX1 gene,85.866,86.018,85.714,83.283,83.283,83.283,88.45,88.602,88.45,85.714,85.562,85.562,85.106,85.106,85.106,85.41,84.802,84.498,85.866,85.714,85.562,85.562,85.562,85.562,86.018,86.018,86.018,98.632,99.088,98.784,98.48,,99.544,89.97,89.97,89.97,90.122,90.122,90.122,89.666,89.97,89.666,87.994,87.994,87.994,86.018,85.562,91.793,91.641,91.641,83.891,83.891,83.891,85.562,85.562,85.714,85.714,85.562,85.41,85.106,85.106,89.666,89.666,89.666,90.122,90.578,91.793,94.985,94.985,94.681,90.729,84.65,84.65,84.498,87.082,87.082,87.538,85.41,86.474,86.17,85.41,85.41
RMNH.INS.1271330_Ae_annulipes_cantans - COX1 gene,85.714,85.866,85.562,83.435,83.435,83.435,88.298,88.45,88.298,85.714,85.562,85.562,84.954,84.954,84.954,85.258,84.65,84.347,85.714,85.562,85.41,85.106,85.106,85.106,85.866,85.866,85.866,98.48,98.936,98.632,98.328,99.544,,89.818,89.818,89.818,89.97,89.97,89.97,89.514,89.818,89.514,87.842,87.842,87.842,86.018,85.562,91.641,91.489,91.489,84.043,84.043,84.043,85.562,85.562,85.562,85.562,85.41,84.954,84.65,84.65,89.818,89.818,89.818,89.97,90.426,91.641,94.681,94.681,94.377,90.274,84.802,84.802,84.65,87.234,87.234,87.69,85.258,86.322,86.018,84.954,85.258
RMNH.INS.1271331_Ae_rusticus - COX1 gene,86.778,86.626,86.626,85.562,85.41,85.41,91.337,91.489,91.337,89.818,89.666,89.666,86.17,86.17,86.17,89.362,88.298,88.45,87.842,87.69,87.538,89.21,89.21,89.21,89.21,89.21,89.21,89.666,89.666,90.122,89.514,89.97,89.818,,99.696,99.696,90.274,90.274,90.274,89.21,99.696,89.21,90.578,90.578,90.578,89.97,89.666,91.641,92.249,91.945,85.562,85.562,85.562,89.666,89.666,90.122,90.122,89.97,88.754,88.754,88.754,92.097,92.097,92.097,91.185,91.641,92.401,89.666,89.666,89.362,90.881,86.778,86.778,86.778,87.538,87.538,87.69,88.602,89.362,88.602,89.058,89.058
RMNH.INS.1271332_Ae_rusticus - COX1 gene,86.474,86.322,86.322,85.258,85.106,85.106,91.337,91.489,91.337,89.514,89.362,89.362,85.866,85.866,85.866,89.058,87.994,88.146,87.538,87.386,87.234,88.906,88.906,88.906,88.906,88.906,88.906,89.666,89.666,90.122,89.514,89.97,89.818,99.696,,100,89.97,89.97,89.97,88.906,100,88.906,90.274,90.274,90.274,89.666,89.362,91.337,91.945,91.641,85.258,85.258,85.258,89.362,89.362,89.818,89.818,89.666,88.45,88.45,88.45,91.793,91.793,91.793,90.881,91.337,92.097,89.666,89.666,89.362,90.881,86.474,86.474,86.474,87.234,87.234,87.386,88.298,89.058,88.298,88.754,88.754
RMNH.INS.1271333_Ae_rusticus - COX1 gene,86.474,86.322,86.322,85.258,85.106,85.106,91.337,91.489,91.337,89.514,89.362,89.362,85.866,85.866,85.866,89.058,87.994,88.146,87.538,87.386,87.234,88.906,88.906,88.906,88.906,88.906,88.906,89.666,89.666,90.122,89.514,89.97,89.818,99.696,100,,89.97,89.97,89.97,88.906,100,88.906,90.274,90.274,90.274,89.666,89.362,91.337,91.945,91.641,85.258,85.258,85.258,89.362,89.362,89.818,89.818,89.666,88.45,88.45,88.45,91.793,91.793,91.793,90.881,91.337,92.097,89.666,89.666,89.362,90.881,86.474,86.474,86.474,87.234,87.234,87.386,88.298,89.058,88.298,88.754,88.754
RMNH.INS.1271334_Ae_communis - COX1 gene,87.538,87.386,87.69,85.562,85.562,85.562,89.362,89.514,89.362,87.234,87.234,87.234,86.322,86.322,86.322,87.69,86.626,86.626,88.146,87.994,87.842,86.474,86.474,86.474,87.842,87.842,87.842,89.818,90.122,90.274,89.666,90.122,89.97,90.274,89.97,89.97,,100,100,95.593,89.97,95.593,88.906,88.906,88.906,87.842,87.234,93.009,93.161,93.313,85.562,85.562,85.562,87.234,87.234,86.778,86.778,86.626,87.994,87.842,87.842,90.274,90.274,90.274,91.337,91.793,93.313,88.906,88.906,88.602,92.249,87.082,87.082,86.93,88.45,88.45,88.602,86.17,86.778,86.93,86.626,88.906
RMNH.INS.1271335_Ae_communis - COX1 gene,87.538,87.386,87.69,85.562,85.562,85.562,89.362,89.514,89.362,87.234,87.234,87.234,86.322,86.322,86.322,87.69,86.626,86.626,88.146,87.994,87.842,86.474,86.474,86.474,87.842,87.842,87.842,89.818,90.122,90.274,89.666,90.122,89.97,90.274,89.97,89.97,100,,100,95.593,89.97,95.593,88.906,88.906,88.906,87.842,87.234,93.009,93.161,93.313,85.562,85.562,85.562,87.234,87.234,86.778,86.778,86.626,87.994,87.842,87.842,90.274,90.274,90.274,91.337,91.793,93.313,88.906,88.906,88.602,92.249,87.082,87.082,86.93,88.45,88.45,88.602,86.17,86.778,86.93,86.626,88.906
RMNH.INS.1271336_Ae_communis - COX1 gene,87.538,87.386,87.69,85.562,85.562,85.562,89.362,89.514,89.362,87.234,87.234,87.234,86.322,86.322,86.322,87.69,86.626,86.626,88.146,87.994,87.842,86.474,86.474,86.474,87.842,87.842,87.842,89.818,90.122,90.274,89.666,90.122,89.97,90.274,89.97,89.97,100,100,,95.593,89.97,95.593,88.906,88.906,88.906,87.842,87.234,93.009,93.161,93.313,85.562,85.562,85.562,87.234,87.234,86.778,86.778,86.626,87.994,87.842,87.842,90.274,90.274,90.274,91.337,91.793,93.313,88.906,88.906,88.602,92.249,87.082,87.082,86.93,88.45,88.45,88.602,86.17,86.778,86.93,86.626,88.906
RMNH.INS.1271337_Ae_punctor - COX1 gene,85.714,85.866,85.41,84.65,84.65,84.65,88.146,88.298,88.146,86.626,86.626,86.626,84.802,84.802,84.802,86.322,85.41,85.41,86.93,86.778,86.626,85.866,85.866,85.866,86.322,86.322,86.322,89.514,89.666,89.97,89.362,89.666,89.514,89.21,88.906,88.906,95.593,95.593,95.593,,88.906,100,88.602,88.602,88.602,87.234,86.626,90.881,91.337,91.489,84.347,84.347,84.347,86.626,86.626,85.258,85.258,85.41,86.93,86.626,86.626,89.21,89.21,89.21,90.274,90.729,91.489,88.906,88.906,88.602,91.641,86.93,86.93,86.778,87.386,87.386,87.842,85.258,86.018,86.17,85.714,86.626
RMNH.INS.1271338_Ae_rusticus - COX1 gene,86.474,86.322,86.322,85.258,85.106,85.106,91.337,91.489,91.337,89.514,89.362,89.362,85.866,85.866,85.866,89.058,87.994,88.146,87.538,87.386,87.234,88.906,88.906,88.906,88.906,88.906,88.906,89.666,89.666,90.122,89.514,89.97,89.818,99.696,100,100,89.97,89.97,89.97,88.906,,88.906,90.274,90.274,90.274,89.666,89.362,91.337,91.945,91.641,85.258,85.258,85.258,89.362,89.362,89.818,89.818,89.666,88.45,88.45,88.45,91.793,91.793,91.793,90.881,91.337,92.097,89.666,89.666,89.362,90.881,86.474,86.474,86.474,87.234,87.234,87.386,88.298,89.058,88.298,88.754,88.754
RMNH.INS.1271339_Ae_punctor - COX1 gene,85.714,85.866,85.41,84.65,84.65,84.65,88.146,88.298,88.146,86.626,86.626,86.626,84.802,84.802,84.802,86.322,85.41,85.41,86.93,86.778,86.626,85.866,85.866,85.866,86.322,86.322,86.322,89.514,89.666,89.97,89.362,89.666,89.514,89.21,88.906,88.906,95.593,95.593,95.593,100,88.906,,88.602,88.602,88.602,87.234,86.626,90.881,91.337,91.489,84.347,84.347,84.347,86.626,86.626,85.258,85.258,85.41,86.93,86.626,86.626,89.21,89.21,89.21,90.274,90.729,91.489,88.906,88.906,88.602,91.641,86.93,86.93,86.778,87.386,87.386,87.842,85.258,86.018,86.17,85.714,86.626
RMNH.INS.1271340_Ae_geniculatus - COX1 gene,85.866,86.018,85.41,84.498,84.347,84.347,87.842,87.994,87.842,87.082,86.93,86.93,87.234,87.234,87.234,87.538,86.778,86.778,86.778,86.626,86.474,86.17,86.17,86.17,87.538,87.538,87.538,87.994,87.994,88.298,87.842,87.994,87.842,90.578,90.274,90.274,88.906,88.906,88.906,88.602,90.274,88.602,,100,100,86.626,86.93,89.818,90.122,89.97,85.258,85.258,85.258,86.93,86.93,87.538,87.538,87.386,85.106,85.258,85.258,89.058,89.058,89.058,88.602,89.514,90.274,88.146,88.146,88.146,90.274,85.866,85.866,85.866,87.234,87.234,87.386,84.195,84.802,85.106,86.018,86.474
RMNH.INS.1271341_Ae_geniculatus - COX1 gene,85.866,86.018,85.41,84.498,84.347,84.347,87.842,87.994,87.842,87.082,86.93,86.93,87.234,87.234,87.234,87.538,86.778,86.778,86.778,86.626,86.474,86.17,86.17,86.17,87.538,87.538,87.538,87.994,87.994,88.298,87.842,87.994,87.842,90.578,90.274,90.274,88.906,88.906,88.906,88.602,90.274,88.602,100,,100,86.626,86.93,89.818,90.122,89.97,85.258,85.258,85.258,86.93,86.93,87.538,87.538,87.386,85.106,85.258,85.258,89.058,89.058,89.058,88.602,89.514,90.274,88.146,88.146,88.146,90.274,85.866,85.866,85.866,87.234,87.234,87.386,84.195,84.802,85.106,86.018,86.474
RMNH.INS.1271342_Ae_geniculatus - COX1 gene,85.866,86.018,85.41,84.498,84.347,84.347,87.842,87.994,87.842,87.082,86.93,86.93,87.234,87.234,87.234,87.538,86.778,86.778,86.778,86.626,86.474,86.17,86.17,86.17,87.538,87.538,87.538,87.994,87.994,88.298,87.842,87.994,87.842,90.578,90.274,90.274,88.906,88.906,88.906,88.602,90.274,88.602,100,100,,86.626,86.93,89.818,90.122,89.97,85.258,85.258,85.258,86.93,86.93,87.538,87.538,87.386,85.106,85.258,85.258,89.058,89.058,89.058,88.602,89.514,90.274,88.146,88.146,88.146,90.274,85.866,85.866,85.866,87.234,87.234,87.386,84.195,84.802,85.106,86.018,86.474
RMNH.INS.1271344_Cs_subochrea - COX1 gene,86.322,86.474,86.17,84.65,84.498,84.498,87.386,87.538,87.386,96.505,96.353,96.201,83.891,83.891,83.891,87.386,86.626,86.778,87.69,87.538,87.386,85.258,85.258,85.258,87.994,87.994,87.994,85.41,85.714,86.322,85.258,86.018,86.018,89.97,89.666,89.666,87.842,87.842,87.842,87.234,89.666,87.234,86.626,86.626,86.626,,96.353,87.538,88.298,88.146,83.587,83.587,83.587,96.353,96.353,86.474,86.474,86.626,88.45,88.146,88.146,87.234,87.234,87.234,87.386,87.994,88.298,86.322,86.322,86.018,87.994,85.106,85.106,84.954,86.322,86.322,86.778,83.587,84.498,84.498,85.106,89.058
RMNH.INS.1271345_Cs_annulata - COX1 gene,87.082,87.234,86.778,85.41,85.258,85.258,87.082,87.234,87.082,99.848,100,99.848,84.347,84.347,84.347,87.538,86.778,86.93,88.602,88.45,88.602,85.41,85.41,85.41,88.906,88.906,88.906,84.802,85.258,85.714,84.65,85.562,85.562,89.666,89.362,89.362,87.234,87.234,87.234,86.626,89.362,86.626,86.93,86.93,86.93,96.353,,87.69,87.994,88.146,84.65,84.65,84.65,100,100,87.69,87.69,87.842,88.298,87.994,87.994,87.538,87.538,87.538,87.69,87.842,87.994,86.322,86.322,86.018,87.994,85.714,85.714,85.562,85.41,85.41,85.866,83.435,84.65,84.498,85.258,89.97
RMNH.INS.1271346_Ae_caspius - COX1 gene,87.386,87.538,87.082,84.954,84.954,84.954,89.818,89.97,89.818,87.69,87.69,87.69,86.626,86.626,86.626,88.298,87.386,87.386,86.778,86.626,86.474,87.538,87.538,87.538,88.45,88.45,88.45,92.097,92.097,92.097,91.945,91.793,91.641,91.641,91.337,91.337,93.009,93.009,93.009,90.881,91.337,90.881,89.818,89.818,89.818,87.538,87.69,,99.088,99.24,83.891,83.891,83.891,87.69,87.69,89.058,89.058,88.906,86.778,86.626,86.626,91.489,91.489,91.489,91.489,92.401,99.24,91.337,91.337,91.033,91.793,86.626,86.626,86.474,88.906,88.906,89.058,86.93,86.93,86.626,87.69,88.906
RMNH.INS.1271347_Ae_caspius - COX1 gene,87.69,87.842,87.69,85.41,85.41,85.41,89.97,90.122,89.97,87.994,87.994,87.994,86.93,86.93,86.93,88.906,87.994,87.994,87.082,86.93,86.778,87.994,87.994,87.994,89.058,89.058,89.058,91.793,91.945,91.945,91.641,91.641,91.489,92.249,91.945,91.945,93.161,93.161,93.161,91.337,91.945,91.337,90.122,90.122,90.122,88.298,87.994,99.088,,99.392,84.498,84.498,84.498,87.994,87.994,89.058,89.058,88.906,87.234,87.082,87.082,91.793,91.793,91.793,91.337,92.553,99.848,91.185,91.185,90.881,92.249,86.778,86.778,86.626,89.362,89.362,89.818,86.778,87.082,87.082,87.842,88.906
RMNH.INS.1271348_Ae_caspius - COX1 gene,87.386,87.538,87.386,85.41,85.41,85.41,89.818,89.97,89.818,88.146,88.146,88.146,86.626,86.626,86.626,88.602,87.69,87.69,86.93,86.778,86.626,87.69,87.69,87.69,88.754,88.754,88.754,91.641,91.945,91.945,91.489,91.641,91.489,91.945,91.641,91.641,93.313,93.313,93.313,91.489,91.641,91.489,89.97,89.97,89.97,88.146,88.146,99.24,99.392,,84.195,84.195,84.195,88.146,88.146,89.058,89.058,89.21,87.386,87.234,87.234,91.793,91.793,91.793,91.337,92.553,99.544,91.489,91.489,91.185,92.401,86.626,86.626,86.474,89.514,89.514,89.666,87.082,87.082,87.082,87.842,89.058
RMNH.INS.1271349_An_plumbeus_partial_genome - COX1 gene,86.626,86.778,86.474,82.675,82.523,82.523,84.65,84.802,84.65,84.802,84.65,84.65,86.474,86.474,86.474,84.65,84.347,84.498,83.739,83.891,84.043,84.347,84.347,84.347,84.65,84.65,84.65,83.739,83.739,84.498,83.587,83.891,84.043,85.562,85.258,85.258,85.562,85.562,85.562,84.347,85.258,84.347,85.258,85.258,85.258,83.587,84.65,83.891,84.498,84.195,,100,100,84.65,84.65,84.65,84.65,84.498,84.347,84.347,84.347,86.474,86.474,86.474,84.954,84.65,84.65,83.891,83.891,83.587,85.714,84.347,84.347,84.347,83.587,83.587,83.891,82.219,83.283,82.827,84.195,83.891
RMNH.INS.1271350_An_plumbeus_partial_genome - COX1 gene,86.626,86.778,86.474,82.675,82.523,82.523,84.65,84.802,84.65,84.802,84.65,84.65,86.474,86.474,86.474,84.65,84.347,84.498,83.739,83.891,84.043,84.347,84.347,84.347,84.65,84.65,84.65,83.739,83.739,84.498,83.587,83.891,84.043,85.562,85.258,85.258,85.562,85.562,85.562,84.347,85.258,84.347,85.258,85.258,85.258,83.587,84.65,83.891,84.498,84.195,100,,100,84.65,84.65,84.65,84.65,84.498,84.347,84.347,84.347,86.474,86.474,86.474,84.954,84.65,84.65,83.891,83.891,83.587,85.714,84.347,84.347,84.347,83.587,83.587,83.891,82.219,83.283,82.827,84.195,83.891
RMNH.INS.1271351_An_plumbeus_partial_genome - COX1 gene,86.626,86.778,86.474,82.675,82.523,82.523,84.65,84.802,84.65,84.802,84.65,84.65,86.474,86.474,86.474,84.65,84.347,84.498,83.739,83.891,84.043,84.347,84.347,84.347,84.65,84.65,84.65,83.739,83.739,84.498,83.587,83.891,84.043,85.562,85.258,85.258,85.562,85.562,85.562,84.347,85.258,84.347,85.258,85.258,85.258,83.587,84.65,83.891,84.498,84.195,100,100,,84.65,84.65,84.65,84.65,84.498,84.347,84.347,84.347,86.474,86.474,86.474,84.954,84.65,84.65,83.891,83.891,83.587,85.714,84.347,84.347,84.347,83.587,83.587,83.891,82.219,83.283,82.827,84.195,83.891
RMNH.INS.1271352_Cs_annulata - COX1 gene,87.082,87.234,86.778,85.41,85.258,85.258,87.082,87.234,87.082,99.848,100,99.848,84.347,84.347,84.347,87.538,86.778,86.93,88.602,88.45,88.602,85.41,85.41,85.41,88.906,88.906,88.906,84.802,85.258,85.714,84.65,85.562,85.562,89.666,89.362,89.362,87.234,87.234,87.234,86.626,89.362,86.626,86.93,86.93,86.93,96.353,100,87.69,87.994,88.146,84.65,84.65,84.65,,100,87.69,87.69,87.842,88.298,87.994,87.994,87.538,87.538,87.538,87.69,87.842,87.994,86.322,86.322,86.018,87.994,85.714,85.714,85.562,85.41,85.41,85.866,83.435,84.65,84.498,85.258,89.97
RMNH.INS.1271354_Cs_annulata - COX1 gene,87.082,87.234,86.778,85.41,85.258,85.258,87.082,87.234,87.082,99.848,100,99.848,84.347,84.347,84.347,87.538,86.778,86.93,88.602,88.45,88.602,85.41,85.41,85.41,88.906,88.906,88.906,84.802,85.258,85.714,84.65,85.562,85.562,89.666,89.362,89.362,87.234,87.234,87.234,86.626,89.362,86.626,86.93,86.93,86.93,96.353,100,87.69,87.994,88.146,84.65,84.65,84.65,100,,87.69,87.69,87.842,88.298,87.994,87.994,87.538,87.538,87.538,87.69,87.842,87.994,86.322,86.322,86.018,87.994,85.714,85.714,85.562,85.41,85.41,85.866,83.435,84.65,84.498,85.258,89.97
RMNH.INS.1271355_Cx_pipiens - COX1 gene,87.234,87.386,86.626,86.778,86.626,86.626,89.21,89.362,89.21,87.842,87.69,87.69,87.234,87.234,87.234,94.681,94.073,94.073,87.69,87.538,87.386,87.842,87.842,87.842,89.362,89.362,89.362,85.866,85.866,85.866,85.714,85.714,85.562,90.122,89.818,89.818,86.778,86.778,86.778,85.258,89.818,85.258,87.538,87.538,87.538,86.474,87.69,89.058,89.058,89.058,84.65,84.65,84.65,87.69,87.69,,100,99.848,87.234,87.234,87.234,87.842,87.842,87.842,88.45,88.906,89.21,85.714,85.714,85.41,87.994,86.93,86.93,86.778,86.93,86.93,86.93,87.082,87.386,86.322,87.994,89.058
RMNH.INS.1271356_Cx_pipiens - COX1 gene,87.234,87.386,86.626,86.778,86.626,86.626,89.21,89.362,89.21,87.842,87.69,87.69,87.234,87.234,87.234,94.681,94.073,94.073,87.69,87.538,87.386,87.842,87.842,87.842,89.362,89.362,89.362,85.866,85.866,85.866,85.714,85.714,85.562,90.122,89.818,89.818,86.778,86.778,86.778,85.258,89.818,85.258,87.538,87.538,87.538,86.474,87.69,89.058,89.058,89.058,84.65,84.65,84.65,87.69,87.69,100,,99.848,87.234,87.234,87.234,87.842,87.842,87.842,88.45,88.906,89.21,85.714,85.714,85.41,87.994,86.93,86.93,86.778,86.93,86.93,86.93,87.082,87.386,86.322,87.994,89.058
RMNH.INS.1271357_Cx_pipiens - COX1 gene,87.082,87.234,86.474,86.93,86.778,86.778,89.058,89.21,89.058,87.994,87.842,87.842,87.082,87.082,87.082,94.529,93.921,93.921,87.538,87.386,87.234,87.69,87.69,87.69,89.21,89.21,89.21,85.714,85.714,85.714,85.562,85.562,85.41,89.97,89.666,89.666,86.626,86.626,86.626,85.41,89.666,85.41,87.386,87.386,87.386,86.626,87.842,88.906,88.906,89.21,84.498,84.498,84.498,87.842,87.842,99.848,99.848,,87.386,87.386,87.386,87.994,87.994,87.994,88.298,88.754,89.058,85.866,85.866,85.562,88.146,86.778,86.778,86.626,87.082,87.082,87.082,87.234,87.538,86.474,87.842,88.906
RMNH.INS.1271358_Cs_morsitans - COX1 gene,84.498,84.65,84.954,84.954,85.106,85.106,86.322,86.474,86.322,88.45,88.298,88.298,84.195,84.195,84.195,87.234,86.626,86.778,86.626,86.474,86.322,85.714,85.714,85.714,87.386,87.386,87.386,84.65,84.498,84.802,84.498,85.41,84.954,88.754,88.45,88.45,87.994,87.994,87.994,86.93,88.45,86.93,85.106,85.106,85.106,88.45,88.298,86.778,87.234,87.386,84.347,84.347,84.347,88.298,88.298,87.234,87.234,87.386,,99.696,99.696,88.45,88.45,88.45,86.93,87.842,87.386,86.018,86.018,85.714,87.386,84.498,84.498,84.498,86.322,86.322,86.778,85.562,86.018,86.778,85.562,90.122
