,RMNH.INS.1271298_An_messeae - ND4 gene,RMNH.INS.1271299_An_messeae - ND4 gene,RMNH.INS.1271300_An_messeae - ND4 gene,RMNH.INS.1271301_Cq_richiardii - ND4 gene,RMNH.INS.1271302_Cq_richiardii - ND4 gene,RMNH.INS.1271303_Cq_richiardii - ND4 gene,RMNH.INS.1271304_Ae_vexans - ND4 gene,RMNH.INS.1271305_Ae_vexans - ND4 gene,RMNH.INS.1271306_Ae_vexans - ND4 gene,RMNH.INS.1271307_Cs_annulata - ND4 gene,RMNH.INS.1271308_Cs_annulata - ND4 gene,RMNH.INS.1271309_Cs_annulata - ND4 gene,RMNH.INS.1271310_An_claviger - ND4 gene,RMNH.INS.1271311_An_claviger - ND4 gene,RMNH.INS.1271312_An_claviger - ND4 gene,RMNH.INS.1271313_Cx_modestus - ND4 gene,RMNH.INS.1271314_Cx_modestus - ND4 gene,RMNH.INS.1271315_Cx_modestus - ND4 gene,RMNH.INS.1271316_Cx_territans - ND4 gene,RMNH.INS.1271317_Cx_territans - ND4 gene,RMNH.INS.1271318_Cx_territans - ND4 gene,RMNH.INS.1271319_Ae_cinereus - ND4 gene,RMNH.INS.1271320_Ae_cinereus - ND4 gene,RMNH.INS.1271321_Ae_cinereus - ND4 gene,RMNH.INS.1271322_Cs_longiareolata - ND4 gene,RMNH.INS.1271323_Cs_longiareolata - ND4 gene,RMNH.INS.1271324_Cs_longiareolata - ND4 gene,RMNH.INS.1271325_Ae_annulipes_cantans - ND4 gene,RMNH.INS.1271326_Ae_annulipes_cantans - ND4 gene,RMNH.INS.1271327_Ae_annulipes_cantans - ND4 gene,RMNH.INS.1271328_Ae_annulipes_cantans - ND4 gene,RMNH.INS.1271329_Ae_annulipes_cantans - ND4 gene,RMNH.INS.1271330_Ae_annulipes_cantans - ND4 gene,RMNH.INS.1271331_Ae_rusticus - ND4 gene,RMNH.INS.1271332_Ae_rusticus - ND4 gene,RMNH.INS.1271333_Ae_rusticus - ND4 gene,RMNH.INS.1271334_Ae_communis - ND4 gene,RMNH.INS.1271335_Ae_communis - ND4 gene,RMNH.INS.1271336_Ae_communis - ND4 gene,RMNH.INS.1271337_Ae_punctor - ND4 gene,RMNH.INS.1271338_Ae_rusticus - ND4 gene,RMNH.INS.1271339_Ae_punctor - ND4 gene,RMNH.INS.1271340_Ae_geniculatus - ND4 gene,RMNH.INS.1271341_Ae_geniculatus - ND4 gene,RMNH.INS.1271342_Ae_geniculatus - ND4 gene,RMNH.INS.1271344_Cs_subochrea - ND4 gene,RMNH.INS.1271345_Cs_annulata - ND4 gene,RMNH.INS.1271346_Ae_caspius - ND4 gene,RMNH.INS.1271347_Ae_caspius - ND4 gene,RMNH.INS.1271348_Ae_caspius - ND4 gene,RMNH.INS.1271349_An_plumbeus_partial_genome - ND4 gene,RMNH.INS.1271350_An_plumbeus_partial_genome - ND4 gene,RMNH.INS.1271351_An_plumbeus_partial_genome - ND4 gene,RMNH.INS.1271352_Cs_annulata - ND4 gene,RMNH.INS.1271354_Cs_annulata - ND4 gene,RMNH.INS.1271355_Cx_pipiens - ND4 gene,RMNH.INS.1271356_Cx_pipiens - ND4 gene,RMNH.INS.1271357_Cx_pipiens - ND4 gene,RMNH.INS.1271358_Cs_morsitans - ND4 gene,RMNH.INS.1271359_Cs_morsitans - ND4 gene,RMNH.INS.1271360_Cs_morsitans - ND4 gene,RMNH.INS.1271361_Ae_sticticus - ND4 gene,RMNH.INS.1271362_Ae_sticticus - ND4 gene,RMNH.INS.1271363_Ae_sticticus - ND4 gene,RMNH.INS.1271367_Ae_detritus - ND4 gene,RMNH.INS.1271368_Ae_detritus - ND4 gene,RMNH.INS.1271369_Ae_caspius - ND4 gene,RMNH.INS.1271370_Ae_flavescens - ND4 gene,RMNH.INS.1271371_Ae_flavescens - ND4 gene,RMNH.INS.1271372_Ae_flavescens - ND4 gene,RMNH.INS.1271375_Ae_leucomelas - ND4 gene,RMNH.INS.1271376_Ae_albopictus - ND4 gene,RMNH.INS.1271377_Ae_albopictus - ND4 gene,RMNH.INS.1271378_Ae_albopictus - ND4 gene,RMNH.INS.1271379_Ae_japonicus - ND4 gene,RMNH.INS.1271380_Ae_japonicus - ND4 gene,RMNH.INS.1271381_Ae_japonicus - ND4 gene,RMNH.INS.1271382_Ae_aegypti - ND4 gene,RMNH.INS.1271383_Ae_aegypti - ND4 gene,RMNH.INS.1271384_Ae_aegypti - ND4 gene,RMNH.INS.1271386_Ae_cinereus - ND4 gene,RMNH.INS.1271389_Cs_ochroptera - ND4 gene
RMNH.INS.1271324_Cs_longiareolata - ND4 gene,82.401,82.476,82.401,83.854,83.854,83.854,86.979,86.979,86.905,89.658,89.658,89.807,83.371,83.296,83.445,84.449,84.896,84.896,84.747,84.524,84.524,87.364,87.287,87.442,100,100,,88.244,88.318,88.095,88.17,88.095,88.244,87.649,87.723,87.649,86.607,86.83,86.756,86.086,87.723,86.012,86.086,86.012,86.086,89.785,89.658,87.574,87.426,87.5,82.625,82.625,82.625,89.732,89.658,85.938,85.938,85.938,86.406,86.482,86.406,86.979,86.979,86.979,87.277,86.607,87.426,87.872,87.872,87.649,87.574,86.047,86.047,86.047,85.863,85.863,85.714,86.533,86.682,86.682,87.287,87.404
RMNH.INS.1271325_Ae_annulipes_cantans - ND4 gene,83.147,83.147,83.221,85.565,85.64,85.64,92.932,92.932,92.932,90.402,90.402,90.476,83.967,83.967,83.818,87.277,88.095,87.946,87.426,87.351,87.351,91.938,91.86,91.938,88.244,88.244,88.244,,99.777,99.182,99.926,99.182,99.107,93.899,93.973,93.973,93.378,93.527,93.452,91.667,93.973,91.667,92.336,92.411,92.336,90.553,90.402,94.42,94.42,94.345,84.116,84.116,84.116,90.476,90.402,89.211,89.211,89.211,88.402,88.479,88.402,93.006,93.006,93.006,92.932,92.708,94.42,97.173,97.173,97.098,94.717,91.085,90.775,91.085,90.402,90.402,90.327,91.815,91.518,91.89,92.171,89.478
RMNH.INS.1271326_Ae_annulipes_cantans - ND4 gene,82.923,82.923,82.998,85.491,85.565,85.565,92.857,92.857,92.857,90.179,90.179,90.253,83.893,83.893,83.743,87.202,88.021,87.872,87.351,87.277,87.277,91.86,91.783,91.86,88.318,88.318,88.318,99.777,,99.107,99.702,99.256,99.182,93.973,94.048,94.048,93.452,93.601,93.527,91.592,94.048,91.592,92.113,92.188,92.113,90.476,90.179,94.345,94.345,94.271,83.893,83.893,83.893,90.253,90.179,89.137,89.137,89.137,88.326,88.402,88.326,92.932,92.932,92.932,92.857,92.634,94.345,97.098,97.098,96.875,94.643,90.853,90.543,90.853,90.179,90.179,90.104,91.592,91.295,91.667,92.093,89.401
RMNH.INS.1271327_Ae_annulipes_cantans - ND4 gene,82.998,82.998,83.072,85.342,85.417,85.417,92.708,92.708,92.708,90.179,90.179,90.253,83.743,83.743,83.669,87.054,87.872,87.798,87.351,87.277,87.277,91.938,91.86,91.938,88.095,88.095,88.095,99.182,99.107,,99.107,99.107,99.182,93.676,93.75,93.75,93.229,93.378,93.304,91.592,93.75,91.592,91.89,91.964,91.89,90.476,90.179,94.196,94.196,94.122,83.594,83.594,83.594,90.253,90.179,89.137,89.137,89.137,88.402,88.326,88.402,92.783,92.783,92.783,92.932,92.708,94.196,97.024,97.024,96.801,94.494,90.775,90.465,90.775,90.253,90.253,90.03,91.443,91.146,91.443,92.171,89.324
RMNH.INS.1271328_Ae_annulipes_cantans - ND4 gene,83.221,83.221,83.296,85.64,85.714,85.714,93.006,93.006,93.006,90.476,90.476,90.551,83.893,83.893,83.743,87.202,88.021,87.872,87.351,87.277,87.277,92.016,91.938,92.016,88.17,88.17,88.17,99.926,99.702,99.107,,99.107,99.033,93.973,94.048,94.048,93.304,93.452,93.378,91.741,94.048,91.741,92.411,92.485,92.411,90.63,90.476,94.494,94.494,94.42,84.042,84.042,84.042,90.551,90.476,89.286,89.286,89.286,88.479,88.556,88.479,93.08,93.08,93.08,93.006,92.783,94.494,97.098,97.098,97.024,94.643,91.163,90.853,91.163,90.476,90.476,90.402,91.89,91.592,91.964,92.248,89.555
RMNH.INS.1271329_Ae_annulipes_cantans - ND4 gene,82.774,82.774,82.849,85.268,85.342,85.342,92.56,92.56,92.56,90.03,90.03,90.253,83.743,83.743,83.594,87.054,87.872,87.723,87.202,87.128,87.128,91.783,91.705,91.783,88.095,88.095,88.095,99.182,99.256,99.107,99.107,,99.628,93.824,93.899,93.899,93.378,93.378,93.452,91.443,93.899,91.443,91.89,91.964,91.89,90.323,90.03,94.196,94.196,94.122,83.893,83.893,83.893,90.104,90.03,88.914,88.914,88.914,88.326,88.249,88.326,92.708,92.708,92.708,92.783,92.56,94.196,96.949,96.949,96.726,94.494,90.775,90.465,90.775,89.955,89.955,89.881,91.518,91.22,91.592,92.016,89.247
RMNH.INS.1271330_Ae_annulipes_cantans - ND4 gene,82.774,82.774,82.849,85.342,85.417,85.417,92.634,92.634,92.634,90.179,90.179,90.402,83.818,83.818,83.669,87.054,87.872,87.723,87.202,87.128,87.128,91.86,91.783,91.86,88.244,88.244,88.244,99.107,99.182,99.182,99.033,99.628,,93.899,93.973,93.973,93.304,93.452,93.378,91.518,93.973,91.518,91.89,91.964,91.89,90.476,90.179,94.196,94.345,94.122,83.893,83.893,83.893,90.253,90.179,88.914,88.914,88.914,88.326,88.249,88.326,92.783,92.783,92.783,92.857,92.634,94.345,97.098,97.098,96.875,94.494,90.775,90.465,90.775,90.03,90.03,89.955,91.518,91.22,91.592,92.093,89.247
RMNH.INS.1271331_Ae_rusticus - ND4 gene,82.998,82.998,82.998,85.491,85.565,85.565,92.708,92.708,92.634,90.625,90.625,90.476,84.415,84.415,84.265,87.5,88.318,88.17,87.351,87.277,87.277,91.86,91.783,91.86,87.649,87.649,87.649,93.899,93.973,93.676,93.973,93.824,93.899,,99.926,99.851,92.708,92.932,92.857,91.22,99.851,91.22,91.443,91.518,91.443,90.015,90.625,93.452,93.527,93.378,83.52,83.52,83.52,90.699,90.625,88.914,88.914,88.914,87.404,87.481,87.404,92.039,92.039,92.039,93.08,92.634,93.527,93.155,93.155,92.932,93.229,90.62,90.31,90.62,88.914,88.914,88.839,91.146,91.146,91.443,91.86,88.556
RMNH.INS.1271332_Ae_rusticus - ND4 gene,83.072,83.072,83.072,85.565,85.64,85.64,92.783,92.783,92.708,90.699,90.699,90.551,84.489,84.489,84.34,87.574,88.393,88.244,87.426,87.351,87.351,91.938,91.86,91.938,87.723,87.723,87.723,93.973,94.048,93.75,94.048,93.899,93.973,99.926,,99.926,92.783,93.006,92.932,91.295,99.926,91.295,91.518,91.592,91.518,90.092,90.699,93.527,93.601,93.452,83.594,83.594,83.594,90.774,90.699,88.988,88.988,88.988,87.481,87.558,87.481,92.113,92.113,92.113,93.155,92.708,93.601,93.229,93.229,93.006,93.304,90.698,90.388,90.698,88.988,88.988,88.914,91.22,91.22,91.518,91.938,88.633
RMNH.INS.1271333_Ae_rusticus - ND4 gene,82.998,82.998,82.998,85.491,85.565,85.565,92.783,92.783,92.708,90.625,90.625,90.476,84.415,84.415,84.265,87.5,88.318,88.17,87.351,87.277,87.277,91.86,91.783,91.86,87.649,87.649,87.649,93.973,94.048,93.75,94.048,93.899,93.973,99.851,99.926,,92.708,92.932,92.857,91.22,99.851,91.22,91.592,91.667,91.592,90.015,90.625,93.452,93.527,93.378,83.52,83.52,83.52,90.699,90.625,88.914,88.914,88.914,87.404,87.481,87.404,92.039,92.039,92.039,93.08,92.634,93.527,93.229,93.229,93.006,93.229,90.62,90.31,90.62,88.914,88.914,88.839,91.146,91.146,91.443,91.86,88.556
RMNH.INS.1271334_Ae_communis - ND4 gene,82.177,82.177,82.103,83.78,83.854,83.854,92.188,92.039,92.113,89.658,89.732,89.732,83.967,83.967,83.818,86.607,87.202,87.202,86.607,86.533,86.533,90.62,90.543,90.62,86.607,86.607,86.607,93.378,93.452,93.229,93.304,93.378,93.304,92.708,92.783,92.708,,99.628,99.702,93.527,92.783,93.527,90.923,90.997,90.923,90.553,89.732,92.857,93.006,92.783,83.818,83.818,83.818,89.807,89.732,88.17,88.17,88.17,87.558,87.558,87.558,92.188,92.188,92.188,92.188,91.964,93.006,93.006,93.006,92.783,93.155,90.62,90.31,90.62,89.658,89.658,89.732,91.964,91.741,91.964,90.698,88.095
RMNH.INS.1271335_Ae_communis - ND4 gene,82.476,82.476,82.401,83.78,83.854,83.854,92.411,92.262,92.336,89.881,89.881,89.881,84.191,84.191,84.042,86.682,87.351,87.277,86.83,86.756,86.756,90.93,90.853,90.93,86.83,86.83,86.83,93.527,93.601,93.378,93.452,93.378,93.452,92.932,93.006,92.932,99.628,,99.926,93.601,93.006,93.601,91.146,91.22,91.146,90.63,89.881,93.155,93.304,93.08,83.893,83.893,83.893,89.955,89.881,88.318,88.318,88.318,87.865,87.865,87.865,92.411,92.411,92.411,92.336,92.113,93.304,93.304,93.304,93.08,93.378,90.62,90.31,90.62,89.955,89.955,90.03,92.188,91.964,92.188,90.93,88.402
RMNH.INS.1271336_Ae_communis - ND4 gene,82.401,82.401,82.327,83.705,83.78,83.78,92.336,92.188,92.262,89.807,89.807,89.807,84.116,84.116,83.967,86.607,87.277,87.202,86.756,86.682,86.682,90.853,90.775,90.853,86.756,86.756,86.756,93.452,93.527,93.304,93.378,93.452,93.378,92.857,92.932,92.857,99.702,99.926,,93.527,92.932,93.527,91.071,91.146,91.071,90.553,89.807,93.08,93.229,93.006,83.893,83.893,83.893,89.881,89.807,88.244,88.244,88.244,87.788,87.788,87.788,92.336,92.336,92.336,92.262,92.039,93.229,93.229,93.229,93.006,93.304,90.62,90.31,90.62,89.881,89.881,89.955,92.113,91.89,92.113,90.853,88.326
RMNH.INS.1271337_Ae_punctor - ND4 gene,82.103,81.954,81.805,83.705,83.78,83.78,91.22,91.22,91.146,89.137,89.137,89.063,82.476,82.625,82.476,85.863,86.384,86.235,85.789,85.714,85.714,89.69,89.612,89.69,86.086,86.086,86.086,91.667,91.592,91.592,91.741,91.443,91.518,91.22,91.295,91.22,93.527,93.601,93.527,,91.22,99.851,90.03,90.104,90.03,88.402,89.137,91.89,91.741,91.815,82.699,82.699,82.699,89.211,89.137,87.798,87.798,87.798,86.406,86.329,86.406,91.667,91.667,91.667,91.815,90.923,91.741,91.89,91.89,91.667,92.188,88.76,88.527,88.76,88.914,88.914,88.839,90.476,90.402,90.476,89.457,87.097
RMNH.INS.1271338_Ae_rusticus - ND4 gene,83.072,83.072,83.072,85.491,85.565,85.565,92.783,92.783,92.708,90.699,90.699,90.551,84.489,84.489,84.34,87.5,88.318,88.17,87.426,87.351,87.351,91.938,91.86,91.938,87.723,87.723,87.723,93.973,94.048,93.75,94.048,93.899,93.973,99.851,99.926,99.851,92.783,93.006,92.932,91.22,,91.22,91.518,91.592,91.518,90.092,90.699,93.527,93.601,93.452,83.594,83.594,83.594,90.774,90.699,88.988,88.988,88.988,87.404,87.481,87.404,92.113,92.113,92.113,93.155,92.708,93.601,93.229,93.229,93.006,93.304,90.62,90.31,90.62,88.988,88.988,88.914,91.22,91.22,91.518,91.938,88.556
RMNH.INS.1271339_Ae_punctor - ND4 gene,82.103,81.954,81.805,83.705,83.78,83.78,91.22,91.22,91.146,89.137,89.137,89.063,82.55,82.699,82.55,86.012,86.384,86.235,85.789,85.714,85.714,89.69,89.612,89.69,86.012,86.012,86.012,91.667,91.592,91.592,91.741,91.443,91.518,91.22,91.295,91.22,93.527,93.601,93.527,99.851,91.22,,90.03,90.104,90.03,88.402,89.137,91.89,91.741,91.815,82.699,82.699,82.699,89.211,89.137,87.798,87.798,87.798,86.406,86.329,86.406,91.667,91.667,91.667,91.815,90.923,91.741,91.89,91.89,91.667,92.188,88.76,88.527,88.76,88.765,88.765,88.69,90.476,90.402,90.476,89.457,87.097
RMNH.INS.1271340_Ae_geniculatus - ND4 gene,82.103,82.103,82.252,83.929,84.077,84.077,91.369,91.22,91.22,89.063,88.988,88.988,82.923,83.072,83.072,85.714,86.235,86.384,86.31,86.235,86.235,89.767,89.69,89.845,86.086,86.086,86.086,92.336,92.113,91.89,92.411,91.89,91.89,91.443,91.518,91.592,90.923,91.146,91.071,90.03,91.518,90.03,,99.926,100,88.556,88.988,91.741,91.815,91.667,82.177,82.177,82.177,89.063,88.988,87.351,87.351,87.351,86.713,86.713,86.713,91.89,91.89,91.89,92.336,92.262,91.815,92.113,92.113,92.039,91.667,89.612,89.225,89.612,89.658,89.658,89.732,91.071,90.923,90.997,89.767,87.711
RMNH.INS.1271341_Ae_geniculatus - ND4 gene,82.177,82.177,82.327,83.854,84.003,84.003,91.443,91.295,91.295,89.137,89.063,89.063,82.998,83.147,83.147,85.789,86.31,86.458,86.384,86.31,86.31,89.845,89.767,89.922,86.012,86.012,86.012,92.411,92.188,91.964,92.485,91.964,91.964,91.518,91.592,91.667,90.997,91.22,91.146,90.104,91.592,90.104,99.926,,99.926,88.633,89.063,91.815,91.89,91.741,82.103,82.103,82.103,89.137,89.063,87.426,87.426,87.426,86.79,86.79,86.79,91.815,91.815,91.815,92.411,92.336,91.89,92.188,92.188,92.113,91.741,89.69,89.302,89.69,89.583,89.583,89.658,91.146,90.848,91.071,89.845,87.788
RMNH.INS.1271342_Ae_geniculatus - ND4 gene,82.103,82.103,82.252,83.929,84.077,84.077,91.369,91.22,91.22,89.063,88.988,88.988,82.923,83.072,83.072,85.714,86.235,86.384,86.31,86.235,86.235,89.767,89.69,89.845,86.086,86.086,86.086,92.336,92.113,91.89,92.411,91.89,91.89,91.443,91.518,91.592,90.923,91.146,91.071,90.03,91.518,90.03,100,99.926,,88.556,88.988,91.741,91.815,91.667,82.177,82.177,82.177,89.063,88.988,87.351,87.351,87.351,86.713,86.713,86.713,91.89,91.89,91.89,92.336,92.262,91.815,92.113,92.113,92.039,91.667,89.612,89.225,89.612,89.658,89.658,89.732,91.071,90.923,90.997,89.767,87.711
RMNH.INS.1271344_Cs_subochrea - ND4 gene,83.449,83.526,83.526,84.178,84.255,84.255,89.171,89.171,89.017,95.545,95.776,95.929,83.68,83.68,83.68,87.481,88.095,87.942,86.79,86.713,86.713,88.682,88.605,88.682,89.785,89.785,89.785,90.553,90.476,90.476,90.63,90.323,90.476,90.015,90.092,90.015,90.553,90.63,90.553,88.402,90.092,88.402,88.556,88.633,88.556,,95.776,91.167,91.091,91.091,83.372,83.372,83.372,95.699,95.776,88.172,88.172,88.172,88.095,88.095,88.095,89.017,89.017,89.017,89.708,89.324,91.091,90.015,90.015,89.785,89.478,88.14,87.829,88.14,87.788,87.788,87.711,88.479,88.402,88.402,88.682,89.247
RMNH.INS.1271345_Cs_annulata - ND4 gene,83.594,83.669,83.669,85.045,85.119,85.119,89.732,89.732,89.658,99.777,100,99.702,83.967,84.042,84.042,87.946,88.616,88.839,87.128,87.054,87.054,89.302,89.225,89.302,89.658,89.658,89.658,90.402,90.179,90.179,90.476,90.03,90.179,90.625,90.699,90.625,89.732,89.881,89.807,89.137,90.699,89.137,88.988,89.063,88.988,95.776,,91.146,91.146,91.146,84.564,84.564,84.564,99.926,100,88.69,88.69,88.69,88.786,88.786,88.786,89.286,89.286,89.286,90.625,90.03,91.146,90.253,90.253,90.179,89.286,88.992,88.682,88.992,88.542,88.542,88.467,89.286,89.509,89.509,89.302,89.708
RMNH.INS.1271346_Ae_caspius - ND4 gene,84.191,84.191,84.116,85.268,85.342,85.342,93.973,93.973,93.973,91.146,91.146,91.146,84.265,84.265,84.265,87.202,87.872,87.798,87.649,87.574,87.574,91.55,91.473,91.55,87.574,87.574,87.574,94.42,94.345,94.196,94.494,94.196,94.196,93.452,93.527,93.452,92.857,93.155,93.08,91.89,93.527,91.89,91.741,91.815,91.741,91.167,91.146,,99.628,99.926,83.818,83.818,83.818,91.22,91.146,89.286,89.286,89.286,88.786,88.786,88.786,92.783,92.783,92.783,92.783,92.56,99.628,93.973,93.973,93.75,93.676,90.853,90.543,90.853,90.402,90.402,90.327,92.336,92.336,92.336,91.55,89.708
RMNH.INS.1271347_Ae_caspius - ND4 gene,84.116,84.116,84.042,85.342,85.417,85.417,93.899,93.75,93.899,91.146,91.146,91.146,84.191,84.191,84.191,87.351,87.872,87.798,87.574,87.5,87.5,91.55,91.473,91.55,87.426,87.426,87.426,94.42,94.345,94.196,94.494,94.196,94.345,93.527,93.601,93.527,93.006,93.304,93.229,91.741,93.601,91.741,91.815,91.89,91.815,91.091,91.146,99.628,,99.554,83.818,83.818,83.818,91.22,91.146,89.286,89.286,89.286,88.786,88.786,88.786,93.006,93.006,93.006,92.783,92.56,100,94.122,94.122,93.899,93.676,91.008,90.698,91.008,90.253,90.253,90.179,92.336,92.336,92.336,91.55,89.555
RMNH.INS.1271348_Ae_caspius - ND4 gene,84.116,84.116,84.042,85.268,85.342,85.342,94.048,94.048,94.048,91.146,91.146,91.146,84.265,84.265,84.265,87.128,87.798,87.723,87.574,87.5,87.5,91.473,91.395,91.473,87.5,87.5,87.5,94.345,94.271,94.122,94.42,94.122,94.122,93.378,93.452,93.378,92.783,93.08,93.006,91.815,93.452,91.815,91.667,91.741,91.667,91.091,91.146,99.926,99.554,,83.743,83.743,83.743,91.22,91.146,89.211,89.211,89.211,88.71,88.71,88.71,92.708,92.708,92.708,92.708,92.485,99.554,93.899,93.899,93.676,93.601,90.775,90.465,90.775,90.327,90.327,90.253,92.262,92.262,92.262,91.473,89.631
RMNH.INS.1271349_An_plumbeus_partial_genome - ND4 gene,87.099,86.95,86.875,81.581,81.581,81.581,82.923,82.923,82.849,84.564,84.564,84.713,89.038,88.963,88.963,82.55,82.849,82.998,82.252,82.252,82.177,82.44,82.362,82.517,82.625,82.625,82.625,84.116,83.893,83.594,84.042,83.893,83.893,83.52,83.594,83.52,83.818,83.893,83.893,82.699,83.594,82.699,82.177,82.103,82.177,83.372,84.564,83.818,83.818,83.743,,100,100,84.638,84.564,82.849,82.849,82.849,82.063,82.14,82.063,83.445,83.445,83.445,83.818,83.371,83.818,83.296,83.296,83.147,82.998,82.906,82.673,82.906,82.327,82.327,82.252,84.116,84.116,84.116,82.517,83.757
RMNH.INS.1271350_An_plumbeus_partial_genome - ND4 gene,87.099,86.95,86.875,81.581,81.581,81.581,82.923,82.923,82.849,84.564,84.564,84.713,89.038,88.963,88.963,82.55,82.849,82.998,82.252,82.252,82.177,82.44,82.362,82.517,82.625,82.625,82.625,84.116,83.893,83.594,84.042,83.893,83.893,83.52,83.594,83.52,83.818,83.893,83.893,82.699,83.594,82.699,82.177,82.103,82.177,83.372,84.564,83.818,83.818,83.743,100,,100,84.638,84.564,82.849,82.849,82.849,82.063,82.14,82.063,83.445,83.445,83.445,83.818,83.371,83.818,83.296,83.296,83.147,82.998,82.906,82.673,82.906,82.327,82.327,82.252,84.116,84.116,84.116,82.517,83.757
RMNH.INS.1271351_An_plumbeus_partial_genome - ND4 gene,87.099,86.95,86.875,81.581,81.581,81.581,82.923,82.923,82.849,84.564,84.564,84.713,89.038,88.963,88.963,82.55,82.849,82.998,82.252,82.252,82.177,82.44,82.362,82.517,82.625,82.625,82.625,84.116,83.893,83.594,84.042,83.893,83.893,83.52,83.594,83.52,83.818,83.893,83.893,82.699,83.594,82.699,82.177,82.103,82.177,83.372,84.564,83.818,83.818,83.743,100,100,,84.638,84.564,82.849,82.849,82.849,82.063,82.14,82.063,83.445,83.445,83.445,83.818,83.371,83.818,83.296,83.296,83.147,82.998,82.906,82.673,82.906,82.327,82.327,82.252,84.116,84.116,84.116,82.517,83.757
RMNH.INS.1271352_Cs_annulata - ND4 gene,83.669,83.743,83.743,85.119,85.193,85.193,89.807,89.807,89.732,99.851,99.926,99.628,84.042,84.116,84.116,88.021,88.69,88.914,87.202,87.128,87.128,89.38,89.302,89.38,89.732,89.732,89.732,90.476,90.253,90.253,90.551,90.104,90.253,90.699,90.774,90.699,89.807,89.955,89.881,89.211,90.774,89.211,89.063,89.137,89.063,95.699,99.926,91.22,91.22,91.22,84.638,84.638,84.638,,99.926,88.765,88.765,88.765,88.863,88.863,88.863,89.36,89.36,89.36,90.699,90.104,91.22,90.327,90.327,90.253,89.211,89.07,88.76,89.07,88.616,88.616,88.542,89.36,89.583,89.583,89.38,89.785
RMNH.INS.1271354_Cs_annulata - ND4 gene,83.594,83.669,83.669,85.045,85.119,85.119,89.732,89.732,89.658,99.777,100,99.702,83.967,84.042,84.042,87.946,88.616,88.839,87.128,87.054,87.054,89.302,89.225,89.302,89.658,89.658,89.658,90.402,90.179,90.179,90.476,90.03,90.179,90.625,90.699,90.625,89.732,89.881,89.807,89.137,90.699,89.137,88.988,89.063,88.988,95.776,100,91.146,91.146,91.146,84.564,84.564,84.564,99.926,,88.69,88.69,88.69,88.786,88.786,88.786,89.286,89.286,89.286,90.625,90.03,91.146,90.253,90.253,90.179,89.286,88.992,88.682,88.992,88.542,88.542,88.467,89.286,89.509,89.509,89.302,89.708
RMNH.INS.1271355_Cx_pipiens - ND4 gene,83.594,83.669,83.445,83.854,83.854,83.854,88.765,88.616,88.765,88.69,88.69,88.542,83.072,83.221,83.221,92.262,92.56,92.932,90.551,90.476,90.476,88.295,88.217,88.295,85.938,85.938,85.938,89.211,89.137,89.137,89.286,88.914,88.914,88.914,88.988,88.914,88.17,88.318,88.244,87.798,88.988,87.798,87.351,87.426,87.351,88.172,88.69,89.286,89.286,89.211,82.849,82.849,82.849,88.765,88.69,,100,100,87.404,87.481,87.404,88.021,88.021,88.021,89.137,88.542,89.286,88.988,88.988,88.765,88.765,88.372,88.14,88.372,87.054,87.054,86.905,88.765,88.393,88.765,88.217,89.017
RMNH.INS.1271356_Cx_pipiens - ND4 gene,83.594,83.669,83.445,83.854,83.854,83.854,88.765,88.616,88.765,88.69,88.69,88.542,83.072,83.221,83.221,92.262,92.56,92.932,90.551,90.476,90.476,88.295,88.217,88.295,85.938,85.938,85.938,89.211,89.137,89.137,89.286,88.914,88.914,88.914,88.988,88.914,88.17,88.318,88.244,87.798,88.988,87.798,87.351,87.426,87.351,88.172,88.69,89.286,89.286,89.211,82.849,82.849,82.849,88.765,88.69,100,,100,87.404,87.481,87.404,88.021,88.021,88.021,89.137,88.542,89.286,88.988,88.988,88.765,88.765,88.372,88.14,88.372,87.054,87.054,86.905,88.765,88.393,88.765,88.217,89.017
RMNH.INS.1271357_Cx_pipiens - ND4 gene,83.594,83.669,83.445,83.854,83.854,83.854,88.765,88.616,88.765,88.69,88.69,88.542,83.072,83.221,83.221,92.262,92.56,92.932,90.551,90.476,90.476,88.295,88.217,88.295,85.938,85.938,85.938,89.211,89.137,89.137,89.286,88.914,88.914,88.914,88.988,88.914,88.17,88.318,88.244,87.798,88.988,87.798,87.351,87.426,87.351,88.172,88.69,89.286,89.286,89.211,82.849,82.849,82.849,88.765,88.69,100,100,,87.404,87.481,87.404,88.021,88.021,88.021,89.137,88.542,89.286,88.988,88.988,88.765,88.765,88.372,88.14,88.372,87.054,87.054,86.905,88.765,88.393,88.765,88.217,89.017
RMNH.INS.1271358_Cs_morsitans - ND4 gene,82.294,82.371,82.371,83.794,83.948,83.948,88.172,88.018,88.172,88.786,88.786,88.71,81.986,82.294,81.986,85.868,86.559,86.636,86.559,86.406,86.406,87.519,87.442,87.519,86.406,86.406,86.406,88.402,88.326,88.402,88.479,88.326,88.326,87.404,87.481,87.404,87.558,87.865,87.788,86.406,87.404,86.406,86.713,86.79,86.713,88.095,88.786,88.786,88.786,88.71,82.063,82.063,82.063,88.863,88.786,87.404,87.404,87.404,,99.923,100,87.788,87.788,87.788,87.097,87.02,88.786,87.634,87.634,87.404,87.174,86.822,86.589,86.822,86.252,86.252,86.252,87.558,87.25,87.634,87.597,91.782
