,RMNH.INS.1271298_An_messeae - ND6 gene,RMNH.INS.1271299_An_messeae - ND6 gene,RMNH.INS.1271300_An_messeae - ND6 gene,RMNH.INS.1271301_Cq_richiardii - ND6 gene,RMNH.INS.1271302_Cq_richiardii - ND6 gene,RMNH.INS.1271303_Cq_richiardii - ND6 gene,RMNH.INS.1271304_Ae_vexans - ND6 gene,RMNH.INS.1271305_Ae_vexans - ND6 gene,RMNH.INS.1271306_Ae_vexans - ND6 gene,RMNH.INS.1271307_Cs_annulata - ND6 gene,RMNH.INS.1271308_Cs_annulata - ND6 gene,RMNH.INS.1271309_Cs_annulata - ND6 gene,RMNH.INS.1271310_An_claviger - ND6 gene,RMNH.INS.1271311_An_claviger - ND6 gene,RMNH.INS.1271312_An_claviger - ND6 gene,RMNH.INS.1271313_Cx_modestus - ND6 gene,RMNH.INS.1271314_Cx_modestus - ND6 gene,RMNH.INS.1271315_Cx_modestus - ND6 gene,RMNH.INS.1271316_Cx_territans - ND6 gene,RMNH.INS.1271317_Cx_territans - ND6 gene,RMNH.INS.1271318_Cx_territans - ND6 gene,RMNH.INS.1271319_Ae_cinereus - ND6 gene,RMNH.INS.1271320_Ae_cinereus - ND6 gene,RMNH.INS.1271321_Ae_cinereus - ND6 gene,RMNH.INS.1271322_Cs_longiareolata - ND6 gene,RMNH.INS.1271323_Cs_longiareolata - ND6 gene,RMNH.INS.1271324_Cs_longiareolata - ND6 gene,RMNH.INS.1271325_Ae_annulipes_cantans - ND6 gene,RMNH.INS.1271326_Ae_annulipes_cantans - ND6 gene,RMNH.INS.1271327_Ae_annulipes_cantans - ND6 gene,RMNH.INS.1271328_Ae_annulipes_cantans - ND6 gene,RMNH.INS.1271329_Ae_annulipes_cantans - ND6 gene,RMNH.INS.1271330_Ae_annulipes_cantans - ND6 gene,RMNH.INS.1271331_Ae_rusticus - ND6 gene,RMNH.INS.1271332_Ae_rusticus - ND6 gene,RMNH.INS.1271333_Ae_rusticus - ND6 gene,RMNH.INS.1271334_Ae_communis - ND6 gene,RMNH.INS.1271335_Ae_communis - ND6 gene,RMNH.INS.1271336_Ae_communis - ND6 gene,RMNH.INS.1271337_Ae_punctor - ND6 gene,RMNH.INS.1271338_Ae_rusticus - ND6 gene,RMNH.INS.1271339_Ae_punctor - ND6 gene,RMNH.INS.1271340_Ae_geniculatus - ND6 gene,RMNH.INS.1271341_Ae_geniculatus - ND6 gene,RMNH.INS.1271342_Ae_geniculatus - ND6 gene,RMNH.INS.1271344_Cs_subochrea - ND6 gene,RMNH.INS.1271345_Cs_annulata - ND6 gene,RMNH.INS.1271346_Ae_caspius - ND6 gene,RMNH.INS.1271347_Ae_caspius - ND6 gene,RMNH.INS.1271348_Ae_caspius - ND6 gene,RMNH.INS.1271349_An_plumbeus_partial_genome - ND6 gene,RMNH.INS.1271350_An_plumbeus_partial_genome - ND6 gene,RMNH.INS.1271351_An_plumbeus_partial_genome - ND6 gene,RMNH.INS.1271352_Cs_annulata - ND6 gene,RMNH.INS.1271354_Cs_annulata - ND6 gene,RMNH.INS.1271355_Cx_pipiens - ND6 gene,RMNH.INS.1271356_Cx_pipiens - ND6 gene,RMNH.INS.1271357_Cx_pipiens - ND6 gene,RMNH.INS.1271358_Cs_morsitans - ND6 gene,RMNH.INS.1271359_Cs_morsitans - ND6 gene,RMNH.INS.1271360_Cs_morsitans - ND6 gene,RMNH.INS.1271361_Ae_sticticus - ND6 gene,RMNH.INS.1271362_Ae_sticticus - ND6 gene,RMNH.INS.1271363_Ae_sticticus - ND6 gene,RMNH.INS.1271367_Ae_detritus - ND6 gene,RMNH.INS.1271368_Ae_detritus - ND6 gene,RMNH.INS.1271369_Ae_caspius - ND6 gene,RMNH.INS.1271370_Ae_flavescens - ND6 gene,RMNH.INS.1271371_Ae_flavescens - ND6 gene,RMNH.INS.1271372_Ae_flavescens - ND6 gene,RMNH.INS.1271375_Ae_leucomelas - ND6 gene,RMNH.INS.1271376_Ae_albopictus - ND6 gene,RMNH.INS.1271377_Ae_albopictus - ND6 gene,RMNH.INS.1271378_Ae_albopictus - ND6 gene,RMNH.INS.1271379_Ae_japonicus - ND6 gene,RMNH.INS.1271380_Ae_japonicus - ND6 gene,RMNH.INS.1271381_Ae_japonicus - ND6 gene,RMNH.INS.1271382_Ae_aegypti - ND6 gene,RMNH.INS.1271383_Ae_aegypti - ND6 gene,RMNH.INS.1271384_Ae_aegypti - ND6 gene,RMNH.INS.1271386_Ae_cinereus - ND6 gene,RMNH.INS.1271389_Cs_ochroptera - ND6 gene
RMNH.INS.1271351_An_plumbeus_partial_genome - ND6 gene,84.571,84.571,84.381,75.686,75.882,75.882,81.118,81.118,81.118,81.202,81.202,80.426,85.524,85.143,85.333,79.651,80.039,79.651,82.171,82.171,82.171,79.81,79.619,79.619,79.961,79.961,79.961,80.347,80.539,80.539,80.154,80.154,79.961,82.466,82.466,82.466,77.842,77.649,77.649,76.301,82.466,76.108,79.383,79.383,79.383,79.576,81.202,80.732,80.732,80.732,100,100,,81.202,81.202,80.233,80.233,80.233,80.19,80.19,80.19,79.619,79.619,79.961,78.998,78.998,80.732,80.154,80.154,79.961,79.383,79.755,79.959,79.755,79.961,79.961,79.961,78.42,78.035,78.42,79.619,82.081
RMNH.INS.1271352_Cs_annulata - ND6 gene,78.682,78.682,78.488,78.431,78.627,78.824,83.527,83.527,83.721,100,100,99.225,78.682,78.488,78.682,84.884,84.496,84.109,85.659,85.659,85.659,82.946,82.752,82.752,84.496,84.496,84.496,83.527,83.333,82.946,83.333,82.558,82.171,84.302,84.302,84.302,80.814,80.62,80.62,79.845,84.302,79.845,82.946,82.946,82.946,94.767,100,82.946,83.14,82.946,81.202,81.202,81.202,,100,86.24,86.24,86.24,86.628,86.434,86.628,81.202,81.202,81.202,83.333,82.946,82.946,83.915,83.915,83.721,82.364,82.004,81.8,82.004,82.364,82.364,82.364,81.395,81.008,81.977,82.752,87.597
RMNH.INS.1271354_Cs_annulata - ND6 gene,78.682,78.682,78.488,78.431,78.627,78.824,83.527,83.527,83.721,100,100,99.225,78.682,78.488,78.682,84.884,84.496,84.109,85.659,85.659,85.659,82.946,82.752,82.752,84.496,84.496,84.496,83.527,83.333,82.946,83.333,82.558,82.171,84.302,84.302,84.302,80.814,80.62,80.62,79.845,84.302,79.845,82.946,82.946,82.946,94.767,100,82.946,83.14,82.946,81.202,81.202,81.202,100,,86.24,86.24,86.24,86.628,86.434,86.628,81.202,81.202,81.202,83.333,82.946,82.946,83.915,83.915,83.721,82.364,82.004,81.8,82.004,82.364,82.364,82.364,81.395,81.008,81.977,82.752,87.597
RMNH.INS.1271355_Cx_pipiens - ND6 gene,79.457,79.264,79.264,75.882,76.078,76.275,83.915,83.915,84.109,86.24,86.24,86.047,81.008,80.814,81.008,91.085,90.891,90.31,89.147,89.147,89.147,83.14,82.946,82.946,81.783,81.783,81.783,81.008,81.008,81.202,81.008,80.233,80.233,83.721,83.915,83.721,79.457,79.264,79.264,78.295,83.721,78.488,81.977,81.977,81.977,84.109,86.24,82.558,82.558,82.558,80.233,80.233,80.233,86.24,86.24,,100,100,84.302,84.109,84.302,81.202,81.202,81.202,80.814,81.008,82.364,81.589,81.589,81.395,81.395,81.8,81.8,81.8,80.039,80.039,80.039,81.783,81.589,81.977,82.946,83.721
RMNH.INS.1271356_Cx_pipiens - ND6 gene,79.457,79.264,79.264,75.882,76.078,76.275,83.915,83.915,84.109,86.24,86.24,86.047,81.008,80.814,81.008,91.085,90.891,90.31,89.147,89.147,89.147,83.14,82.946,82.946,81.783,81.783,81.783,81.008,81.008,81.202,81.008,80.233,80.233,83.721,83.915,83.721,79.457,79.264,79.264,78.295,83.721,78.488,81.977,81.977,81.977,84.109,86.24,82.558,82.558,82.558,80.233,80.233,80.233,86.24,86.24,100,,100,84.302,84.109,84.302,81.202,81.202,81.202,80.814,81.008,82.364,81.589,81.589,81.395,81.395,81.8,81.8,81.8,80.039,80.039,80.039,81.783,81.589,81.977,82.946,83.721
RMNH.INS.1271357_Cx_pipiens - ND6 gene,79.457,79.264,79.264,75.882,76.078,76.275,83.915,83.915,84.109,86.24,86.24,86.047,81.008,80.814,81.008,91.085,90.891,90.31,89.147,89.147,89.147,83.14,82.946,82.946,81.783,81.783,81.783,81.008,81.008,81.202,81.008,80.233,80.233,83.721,83.915,83.721,79.457,79.264,79.264,78.295,83.721,78.488,81.977,81.977,81.977,84.109,86.24,82.558,82.558,82.558,80.233,80.233,80.233,86.24,86.24,100,100,,84.302,84.109,84.302,81.202,81.202,81.202,80.814,81.008,82.364,81.589,81.589,81.395,81.395,81.8,81.8,81.8,80.039,80.039,80.039,81.783,81.589,81.977,82.946,83.721
RMNH.INS.1271358_Cs_morsitans - ND6 gene,76.19,76.19,76,77.843,78.039,78.235,84.586,84.586,84.393,86.628,86.628,85.853,78.476,78.286,78.476,82.558,81.783,81.395,84.109,84.109,84.109,85.057,84.866,84.866,83.237,83.237,83.237,83.044,83.237,83.622,82.852,82.852,82.852,84.2,84.2,84.2,81.888,81.696,81.696,80.732,84.2,80.539,82.081,82.081,82.081,85.356,86.628,83.815,83.815,83.815,80.19,80.19,80.19,86.628,86.628,84.302,84.302,84.302,,99.808,100,81.418,81.418,81.503,82.274,82.274,83.815,83.43,83.43,83.237,81.696,81.595,81.8,81.595,81.888,81.888,81.888,83.237,82.852,83.43,84.866,92.678
RMNH.INS.1271359_Cs_morsitans - ND6 gene,76,76,75.81,77.647,77.843,78.039,84.586,84.586,84.393,86.434,86.434,85.659,78.476,78.286,78.476,82.364,81.977,81.589,84.302,84.302,84.302,85.057,84.866,84.866,83.044,83.044,83.044,83.044,83.237,83.622,82.852,82.852,82.852,84.393,84.393,84.393,82.081,81.888,81.888,80.732,84.393,80.539,81.888,81.888,81.888,85.164,86.434,83.815,83.815,83.815,80.19,80.19,80.19,86.434,86.434,84.109,84.109,84.109,99.808,,99.808,81.418,81.418,81.503,82.081,82.081,83.815,83.43,83.43,83.237,81.696,81.391,81.595,81.391,81.888,81.888,81.888,83.43,83.044,83.237,84.866,92.678
RMNH.INS.1271360_Cs_morsitans - ND6 gene,76.19,76.19,76,77.843,78.039,78.235,84.586,84.586,84.393,86.628,86.628,85.853,78.476,78.286,78.476,82.558,81.783,81.395,84.109,84.109,84.109,85.057,84.866,84.866,83.237,83.237,83.237,83.044,83.237,83.622,82.852,82.852,82.852,84.2,84.2,84.2,81.888,81.696,81.696,80.732,84.2,80.539,82.081,82.081,82.081,85.356,86.628,83.815,83.815,83.815,80.19,80.19,80.19,86.628,86.628,84.302,84.302,84.302,100,99.808,,81.418,81.418,81.503,82.274,82.274,83.815,83.43,83.43,83.237,81.696,81.595,81.8,81.595,81.888,81.888,81.888,83.237,82.852,83.43,84.866,92.678
RMNH.INS.1271361_Ae_sticticus - ND6 gene,77.905,77.905,77.714,74.118,74.314,74.51,86.32,86.32,86.513,81.202,81.202,80.814,77.714,77.333,77.524,80.814,81.008,80.233,82.752,82.752,82.752,84.866,84.674,84.674,79.576,79.576,79.576,87.984,88.178,88.178,88.178,87.403,87.403,86.513,86.32,86.513,86.628,86.434,86.434,86.434,86.513,86.822,89.535,89.535,89.535,79.576,81.202,89.729,89.535,89.729,79.619,79.619,79.619,81.202,81.202,81.202,81.202,81.202,81.418,81.418,81.418,,100,99.806,88.566,88.566,89.535,88.178,88.178,87.984,89.535,83.231,82.822,83.231,86.434,86.434,86.434,82.466,82.852,82.659,84.674,83.43
RMNH.INS.1271362_Ae_sticticus - ND6 gene,77.905,77.905,77.714,74.118,74.314,74.51,86.32,86.32,86.513,81.202,81.202,80.814,77.714,77.333,77.524,80.814,81.008,80.233,82.752,82.752,82.752,84.866,84.674,84.674,79.576,79.576,79.576,87.984,88.178,88.178,88.178,87.403,87.403,86.513,86.32,86.513,86.628,86.434,86.434,86.434,86.513,86.822,89.535,89.535,89.535,79.576,81.202,89.729,89.535,89.729,79.619,79.619,79.619,81.202,81.202,81.202,81.202,81.202,81.418,81.418,81.418,100,,99.806,88.566,88.566,89.535,88.178,88.178,87.984,89.535,83.231,82.822,83.231,86.434,86.434,86.434,82.466,82.852,82.659,84.674,83.43
RMNH.INS.1271363_Ae_sticticus - ND6 gene,78.613,78.613,78.42,73.922,74.118,74.314,86.513,86.513,86.705,81.202,81.202,80.814,78.42,78.035,78.227,80.814,81.008,80.233,82.752,82.752,82.752,84.971,84.778,84.778,79.769,79.769,79.769,87.984,88.178,88.178,88.178,87.403,87.403,86.705,86.513,86.705,86.822,86.628,86.628,86.24,86.705,86.628,89.729,89.729,89.729,79.576,81.202,89.922,89.729,89.922,79.961,79.961,79.961,81.202,81.202,81.202,81.202,81.202,81.503,81.503,81.503,99.806,99.806,,88.566,88.566,89.729,88.372,88.372,88.178,89.341,83.231,82.822,83.231,86.434,86.434,86.434,82.659,83.044,82.852,84.778,83.237
RMNH.INS.1271367_Ae_detritus - ND6 gene,76.493,76.493,76.301,74.118,74.314,74.51,88.825,88.825,89.017,83.333,83.333,82.558,75.915,75.723,75.915,81.395,81.395,80.814,82.946,82.946,82.946,87.283,87.091,87.091,83.622,83.622,83.622,91.667,91.473,91.279,91.473,91.085,90.891,87.861,87.669,87.861,89.922,89.729,89.729,88.178,87.861,88.372,90.504,90.504,90.504,83.622,83.333,91.667,91.667,91.667,78.998,78.998,78.998,83.333,83.333,80.814,80.814,80.814,82.274,82.081,82.274,88.566,88.566,88.566,,99.225,91.473,92.054,92.054,91.86,90.891,82.822,82.822,82.822,88.178,88.178,88.178,82.852,82.466,83.43,87.091,83.43
RMNH.INS.1271368_Ae_detritus - ND6 gene,76.493,76.493,76.301,74.118,74.314,74.51,88.825,88.825,89.017,82.946,82.946,82.171,76.108,75.915,76.108,81.202,81.202,80.62,83.14,83.14,83.14,87.283,87.091,87.091,83.237,83.237,83.237,91.473,91.279,91.085,91.279,90.504,90.31,88.054,87.861,88.054,89.729,89.535,89.535,87.791,88.054,87.984,89.922,89.922,89.922,83.815,82.946,91.473,91.473,91.473,78.998,78.998,78.998,82.946,82.946,81.008,81.008,81.008,82.274,82.081,82.274,88.566,88.566,88.566,99.225,,91.279,91.473,91.473,91.279,90.504,82.822,82.822,82.822,88.372,88.372,88.372,82.852,82.466,83.43,87.091,83.43
RMNH.INS.1271369_Ae_caspius - ND6 gene,79.191,79.191,78.998,74.706,74.902,75.098,91.908,91.908,91.715,82.946,82.946,82.558,79.191,78.805,78.998,80.62,80.62,80.039,82.946,82.946,82.946,87.669,87.476,87.476,81.31,81.31,81.31,92.248,92.442,92.054,92.442,91.473,91.279,89.595,89.403,89.595,90.504,90.31,90.31,88.372,89.595,88.372,92.248,92.248,92.248,82.659,82.946,99.806,99.806,99.806,80.732,80.732,80.732,82.946,82.946,82.364,82.364,82.364,83.815,83.815,83.815,89.535,89.535,89.729,91.473,91.279,,92.829,92.829,92.636,92.829,81.8,81.8,81.8,88.953,88.953,88.953,85.164,84.778,85.164,87.476,84.008
RMNH.INS.1271370_Ae_flavescens - ND6 gene,78.42,78.42,78.227,74.706,74.902,75.098,89.21,89.21,89.017,83.915,83.915,83.333,78.035,77.649,77.842,81.202,81.202,80.62,83.14,83.14,83.14,87.861,87.669,87.669,81.696,81.696,81.696,96.899,96.705,96.318,96.705,96.318,95.93,89.595,89.403,89.595,90.504,90.31,90.31,89.535,89.595,89.535,92.248,92.248,92.248,82.466,83.915,93.023,93.023,93.023,80.154,80.154,80.154,83.915,83.915,81.589,81.589,81.589,83.43,83.43,83.43,88.178,88.178,88.372,92.054,91.473,92.829,,100,99.806,93.217,82.413,82.413,82.413,88.178,88.178,88.178,84.586,84.586,84.778,87.669,83.237
RMNH.INS.1271371_Ae_flavescens - ND6 gene,78.42,78.42,78.227,74.706,74.902,75.098,89.21,89.21,89.017,83.915,83.915,83.333,78.035,77.649,77.842,81.202,81.202,80.62,83.14,83.14,83.14,87.861,87.669,87.669,81.696,81.696,81.696,96.899,96.705,96.318,96.705,96.318,95.93,89.595,89.403,89.595,90.504,90.31,90.31,89.535,89.595,89.535,92.248,92.248,92.248,82.466,83.915,93.023,93.023,93.023,80.154,80.154,80.154,83.915,83.915,81.589,81.589,81.589,83.43,83.43,83.43,88.178,88.178,88.372,92.054,91.473,92.829,100,,99.806,93.217,82.413,82.413,82.413,88.178,88.178,88.178,84.586,84.586,84.778,87.669,83.237
RMNH.INS.1271372_Ae_flavescens - ND6 gene,78.227,78.227,78.035,74.706,74.902,75.098,89.017,89.017,88.825,83.721,83.721,83.14,77.842,77.457,77.649,81.008,81.008,80.426,82.946,82.946,82.946,87.669,87.476,87.476,81.503,81.503,81.503,96.705,96.512,96.124,96.512,96.124,95.736,89.403,89.21,89.403,90.31,90.116,90.116,89.729,89.403,89.729,92.054,92.054,92.054,82.274,83.721,92.829,92.829,92.829,79.961,79.961,79.961,83.721,83.721,81.395,81.395,81.395,83.237,83.237,83.237,87.984,87.984,88.178,91.86,91.279,92.636,99.806,99.806,,93.023,82.209,82.209,82.209,87.984,87.984,87.984,84.393,84.393,84.586,87.476,83.044
RMNH.INS.1271375_Ae_leucomelas - ND6 gene,76.879,76.493,76.686,75.294,75.49,75.686,89.21,89.21,89.017,82.364,82.364,81.977,78.805,78.42,78.613,79.845,79.651,79.07,82.364,82.364,82.364,88.054,87.861,87.861,80.925,80.925,80.925,93.217,93.217,92.636,93.411,92.248,92.248,90.173,89.981,90.173,90.504,90.31,90.31,89.729,90.173,89.729,91.86,91.86,91.86,81.503,82.364,93.023,93.023,93.023,79.383,79.383,79.383,82.364,82.364,81.395,81.395,81.395,81.696,81.696,81.696,89.535,89.535,89.341,90.891,90.504,92.829,93.217,93.217,93.023,,82.413,82.413,82.413,88.372,88.372,88.372,83.815,84.2,83.815,87.861,83.237
RMNH.INS.1271376_Ae_albopictus - ND6 gene,77.096,77.096,76.892,77.301,77.505,77.71,84.663,84.663,84.663,82.004,82.004,81.186,79.55,79.346,79.55,80.368,80.368,79.55,81.391,81.391,81.391,83.845,83.64,83.64,79.346,79.346,79.346,82.822,82.822,82.618,82.618,82.004,82.209,85.072,85.072,85.072,82.413,82.209,82.209,79.959,85.072,79.959,84.049,84.049,84.049,82.413,82.004,82.004,82.004,82.004,79.755,79.755,79.755,82.004,82.004,81.8,81.8,81.8,81.595,81.391,81.595,83.231,83.231,83.231,82.822,82.822,81.8,82.413,82.413,82.209,82.413,,99.591,100,81.595,81.595,81.595,83.845,83.231,84.458,83.64,83.231
RMNH.INS.1271377_Ae_albopictus - ND6 gene,77.301,77.301,77.096,77.301,77.505,77.71,84.663,84.663,84.663,81.8,81.8,80.982,79.755,79.55,79.755,80.368,80.368,79.55,81.391,81.391,81.391,83.845,83.64,83.64,79.346,79.346,79.346,82.822,82.822,82.618,82.618,82.004,82.209,85.276,85.276,85.276,82.413,82.209,82.209,79.959,85.276,79.959,84.049,84.049,84.049,82.209,81.8,82.004,82.004,82.004,79.959,79.959,79.959,81.8,81.8,81.8,81.8,81.8,81.8,81.595,81.8,82.822,82.822,82.822,82.822,82.822,81.8,82.413,82.413,82.209,82.413,99.591,,99.591,81.595,81.595,81.595,84.254,83.64,84.867,83.64,83.436
RMNH.INS.1271378_Ae_albopictus - ND6 gene,77.096,77.096,76.892,77.301,77.505,77.71,84.663,84.663,84.663,82.004,82.004,81.186,79.55,79.346,79.55,80.368,80.368,79.55,81.391,81.391,81.391,83.845,83.64,83.64,79.346,79.346,79.346,82.822,82.822,82.618,82.618,82.004,82.209,85.072,85.072,85.072,82.413,82.209,82.209,79.959,85.072,79.959,84.049,84.049,84.049,82.413,82.004,82.004,82.004,82.004,79.755,79.755,79.755,82.004,82.004,81.8,81.8,81.8,81.595,81.391,81.595,83.231,83.231,83.231,82.822,82.822,81.8,82.413,82.413,82.209,82.413,100,99.591,,81.595,81.595,81.595,83.845,83.231,84.458,83.64,83.231
RMNH.INS.1271379_Ae_japonicus - ND6 gene,77.264,77.264,77.264,73.725,73.922,74.118,86.32,86.32,86.513,82.364,82.364,81.589,76.879,76.493,76.686,81.008,80.62,80.426,82.171,82.171,82.171,85.356,85.164,85.164,79.383,79.383,79.383,88.372,88.372,87.791,88.178,87.209,86.822,85.549,85.356,85.549,86.047,85.853,85.853,83.527,85.549,83.527,88.372,88.372,88.372,80.925,82.364,88.953,89.147,88.953,79.961,79.961,79.961,82.364,82.364,80.039,80.039,80.039,81.888,81.888,81.888,86.434,86.434,86.434,88.178,88.372,88.953,88.178,88.178,87.984,88.372,81.595,81.595,81.595,,100,100,83.044,82.852,83.43,85.164,83.044
RMNH.INS.1271380_Ae_japonicus - ND6 gene,77.264,77.264,77.264,73.725,73.922,74.118,86.32,86.32,86.513,82.364,82.364,81.589,76.879,76.493,76.686,81.008,80.62,80.426,82.171,82.171,82.171,85.356,85.164,85.164,79.383,79.383,79.383,88.372,88.372,87.791,88.178,87.209,86.822,85.549,85.356,85.549,86.047,85.853,85.853,83.527,85.549,83.527,88.372,88.372,88.372,80.925,82.364,88.953,89.147,88.953,79.961,79.961,79.961,82.364,82.364,80.039,80.039,80.039,81.888,81.888,81.888,86.434,86.434,86.434,88.178,88.372,88.953,88.178,88.178,87.984,88.372,81.595,81.595,81.595,100,,100,83.044,82.852,83.43,85.164,83.044
RMNH.INS.1271381_Ae_japonicus - ND6 gene,77.264,77.264,77.264,73.725,73.922,74.118,86.32,86.32,86.513,82.364,82.364,81.589,76.879,76.493,76.686,81.008,80.62,80.426,82.171,82.171,82.171,85.356,85.164,85.164,79.383,79.383,79.383,88.372,88.372,87.791,88.178,87.209,86.822,85.549,85.356,85.549,86.047,85.853,85.853,83.527,85.549,83.527,88.372,88.372,88.372,80.925,82.364,88.953,89.147,88.953,79.961,79.961,79.961,82.364,82.364,80.039,80.039,80.039,81.888,81.888,81.888,86.434,86.434,86.434,88.178,88.372,88.953,88.178,88.178,87.984,88.372,81.595,81.595,81.595,100,100,,83.044,82.852,83.43,85.164,83.044
RMNH.INS.1271382_Ae_aegypti - ND6 gene,76.686,76.686,76.493,75.294,75.49,75.294,86.705,86.705,86.513,81.395,81.395,81.008,78.227,78.035,78.227,79.264,79.07,78.488,82.171,82.171,82.171,85.164,84.971,84.971,78.998,78.998,78.998,83.622,83.815,83.622,83.622,83.044,82.659,86.32,86.32,86.32,84.393,84.2,84.2,82.081,86.32,81.696,86.127,86.127,86.127,81.31,81.395,85.356,85.164,85.356,78.42,78.42,78.42,81.395,81.395,81.783,81.783,81.783,83.237,83.43,83.237,82.466,82.466,82.659,82.852,82.852,85.164,84.586,84.586,84.393,83.815,83.845,84.254,83.845,83.044,83.044,83.044,,98.459,99.422,84.971,84.008
RMNH.INS.1271383_Ae_aegypti - ND6 gene,76.108,76.108,75.915,74.706,74.902,74.706,85.934,85.934,85.742,81.008,81.008,80.62,77.842,77.649,77.842,79.07,78.876,78.295,82.171,82.171,82.171,85.164,84.971,84.971,78.42,78.42,78.42,83.237,83.43,83.237,83.237,82.659,82.274,86.32,86.32,86.32,84.2,84.008,84.008,81.696,86.32,81.696,85.742,85.742,85.742,80.154,81.008,84.971,84.778,84.971,78.035,78.035,78.035,81.008,81.008,81.589,81.589,81.589,82.852,83.044,82.852,82.852,82.852,83.044,82.466,82.466,84.778,84.586,84.586,84.393,84.2,83.231,83.64,83.231,82.852,82.852,82.852,98.459,,98.266,84.971,83.237
RMNH.INS.1271384_Ae_aegypti - ND6 gene,76.879,76.879,76.686,75.49,75.686,75.49,86.705,86.705,86.513,81.977,81.977,81.202,78.227,78.035,78.227,79.845,79.264,78.682,82.364,82.364,82.364,85.549,85.356,85.356,79.576,79.576,79.576,84.008,84.2,84.008,84.008,83.43,83.044,86.127,86.127,86.127,84.2,84.008,84.008,81.696,86.127,81.696,86.32,86.32,86.32,81.503,81.977,85.356,85.164,85.356,78.42,78.42,78.42,81.977,81.977,81.977,81.977,81.977,83.43,83.237,83.43,82.659,82.659,82.852,83.43,83.43,85.164,84.778,84.778,84.586,83.815,84.458,84.867,84.458,83.43,83.43,83.43,99.422,98.266,,85.356,84.008
RMNH.INS.1271386_Ae_cinereus - ND6 gene,77.333,77.333,77.143,73.137,73.333,73.529,89.21,89.21,89.403,82.752,82.752,81.977,78.095,77.714,77.905,83.721,82.946,82.752,82.171,82.171,82.171,99.808,100,100,81.31,81.31,81.31,87.669,87.476,88.054,87.476,86.705,86.898,89.788,89.595,89.788,84.971,84.778,84.778,84.008,89.788,84.2,86.898,86.898,86.898,82.081,82.752,87.669,87.476,87.669,79.619,79.619,79.619,82.752,82.752,82.946,82.946,82.946,84.866,84.866,84.866,84.674,84.674,84.778,87.091,87.091,87.476,87.669,87.669,87.476,87.861,83.64,83.64,83.64,85.164,85.164,85.164,84.971,84.971,85.356,,84.971
RMNH.INS.1271389_Cs_ochroptera - ND6 gene,78.035,78.035,77.842,77.843,78.039,78.235,85.356,85.356,85.549,87.597,87.597,86.822,79.769,79.383,79.576,83.721,82.946,82.558,85.271,85.271,85.271,85.164,84.971,84.971,84.971,84.971,84.971,84.393,84.2,84.971,84.2,83.622,83.815,84.778,84.778,84.778,83.044,82.852,82.852,82.659,84.778,82.466,83.43,83.43,83.43,86.705,87.597,84.008,84.2,84.008,82.081,82.081,82.081,87.597,87.597,83.721,83.721,83.721,92.678,92.678,92.678,83.43,83.43,83.237,83.43,83.43,84.008,83.237,83.237,83.044,83.237,83.231,83.436,83.231,83.044,83.044,83.044,84.008,83.237,84.008,84.971,
