,RMNH.INS.1271298_An_messeae - COX3 gene,RMNH.INS.1271299_An_messeae - COX3 gene,RMNH.INS.1271300_An_messeae - COX3 gene,RMNH.INS.1271301_Cq_richiardii - COX3 gene,RMNH.INS.1271302_Cq_richiardii - COX3 gene,RMNH.INS.1271303_Cq_richiardii - COX3 gene,RMNH.INS.1271304_Ae_vexans - COX3 gene,RMNH.INS.1271305_Ae_vexans - COX3 gene,RMNH.INS.1271306_Ae_vexans - COX3 gene,RMNH.INS.1271307_Cs_annulata - COX3 gene,RMNH.INS.1271308_Cs_annulata - COX3 gene,RMNH.INS.1271309_Cs_annulata - COX3 gene,RMNH.INS.1271310_An_claviger - COX3 gene,RMNH.INS.1271311_An_claviger - COX3 gene,RMNH.INS.1271312_An_claviger - COX3 gene,RMNH.INS.1271313_Cx_modestus - COX3 gene,RMNH.INS.1271314_Cx_modestus - COX3 gene,RMNH.INS.1271315_Cx_modestus - COX3 gene,RMNH.INS.1271316_Cx_territans - COX3 gene,RMNH.INS.1271317_Cx_territans - COX3 gene,RMNH.INS.1271318_Cx_territans - COX3 gene,RMNH.INS.1271319_Ae_cinereus - COX3 gene,RMNH.INS.1271320_Ae_cinereus - COX3 gene,RMNH.INS.1271321_Ae_cinereus - COX3 gene,RMNH.INS.1271322_Cs_longiareolata - COX3 gene,RMNH.INS.1271323_Cs_longiareolata - COX3 gene,RMNH.INS.1271324_Cs_longiareolata - COX3 gene,RMNH.INS.1271325_Ae_annulipes_cantans - COX3 gene,RMNH.INS.1271326_Ae_annulipes_cantans - COX3 gene,RMNH.INS.1271327_Ae_annulipes_cantans - COX3 gene,RMNH.INS.1271328_Ae_annulipes_cantans - COX3 gene,RMNH.INS.1271329_Ae_annulipes_cantans - COX3 gene,RMNH.INS.1271330_Ae_annulipes_cantans - COX3 gene,RMNH.INS.1271331_Ae_rusticus - COX3 gene,RMNH.INS.1271332_Ae_rusticus - COX3 gene,RMNH.INS.1271333_Ae_rusticus - COX3 gene,RMNH.INS.1271334_Ae_communis - COX3 gene,RMNH.INS.1271335_Ae_communis - COX3 gene,RMNH.INS.1271336_Ae_communis - COX3 gene,RMNH.INS.1271337_Ae_punctor - COX3 gene,RMNH.INS.1271338_Ae_rusticus - COX3 gene,RMNH.INS.1271339_Ae_punctor - COX3 gene,RMNH.INS.1271340_Ae_geniculatus - COX3 gene,RMNH.INS.1271341_Ae_geniculatus - COX3 gene,RMNH.INS.1271342_Ae_geniculatus - COX3 gene,RMNH.INS.1271344_Cs_subochrea - COX3 gene,RMNH.INS.1271345_Cs_annulata - COX3 gene,RMNH.INS.1271346_Ae_caspius - COX3 gene,RMNH.INS.1271347_Ae_caspius - COX3 gene,RMNH.INS.1271348_Ae_caspius - COX3 gene,RMNH.INS.1271349_An_plumbeus_partial_genome - COX3 gene,RMNH.INS.1271350_An_plumbeus_partial_genome - COX3 gene,RMNH.INS.1271351_An_plumbeus_partial_genome - COX3 gene,RMNH.INS.1271352_Cs_annulata - COX3 gene,RMNH.INS.1271354_Cs_annulata - COX3 gene,RMNH.INS.1271355_Cx_pipiens - COX3 gene,RMNH.INS.1271356_Cx_pipiens - COX3 gene,RMNH.INS.1271357_Cx_pipiens - COX3 gene,RMNH.INS.1271358_Cs_morsitans - COX3 gene,RMNH.INS.1271359_Cs_morsitans - COX3 gene,RMNH.INS.1271360_Cs_morsitans - COX3 gene,RMNH.INS.1271361_Ae_sticticus - COX3 gene,RMNH.INS.1271362_Ae_sticticus - COX3 gene,RMNH.INS.1271363_Ae_sticticus - COX3 gene,RMNH.INS.1271367_Ae_detritus - COX3 gene,RMNH.INS.1271368_Ae_detritus - COX3 gene,RMNH.INS.1271369_Ae_caspius - COX3 gene,RMNH.INS.1271370_Ae_flavescens - COX3 gene,RMNH.INS.1271371_Ae_flavescens - COX3 gene,RMNH.INS.1271372_Ae_flavescens - COX3 gene,RMNH.INS.1271375_Ae_leucomelas - COX3 gene,RMNH.INS.1271376_Ae_albopictus - COX3 gene,RMNH.INS.1271377_Ae_albopictus - COX3 gene,RMNH.INS.1271378_Ae_albopictus - COX3 gene,RMNH.INS.1271379_Ae_japonicus - COX3 gene,RMNH.INS.1271380_Ae_japonicus - COX3 gene,RMNH.INS.1271381_Ae_japonicus - COX3 gene,RMNH.INS.1271382_Ae_aegypti - COX3 gene,RMNH.INS.1271383_Ae_aegypti - COX3 gene,RMNH.INS.1271384_Ae_aegypti - COX3 gene,RMNH.INS.1271386_Ae_cinereus - COX3 gene,RMNH.INS.1271389_Cs_ochroptera - COX3 gene
RMNH.INS.1271324_Cs_longiareolata - COX3 gene,84.403,84.528,84.654,86.819,86.565,86.819,86.058,86.185,86.058,90.114,89.987,90.114,84.528,84.528,84.654,86.819,86.439,86.439,86.289,86.289,86.289,86.185,85.932,86.058,100,100,,87.072,86.946,87.326,86.946,86.819,86.819,85.786,85.66,85.66,85.298,85.044,85.044,84.03,85.66,84.03,85.932,85.932,85.932,89.227,89.987,85.805,85.932,85.678,83.019,83.019,83.019,89.987,89.987,87.959,87.833,87.959,87.579,87.579,87.579,86.439,86.439,86.565,85.551,85.298,85.932,86.439,86.439,86.439,86.312,86.946,86.946,86.946,85.551,85.551,85.298,86.312,85.425,85.551,86.312,88.847
RMNH.INS.1271325_Ae_annulipes_cantans - COX3 gene,84.654,84.78,85.031,87.072,86.819,86.819,91.762,91.888,91.762,87.959,87.833,87.959,84.025,84.025,84.151,88.34,87.706,87.833,87.044,87.044,87.044,89.734,89.48,89.607,87.072,87.072,87.072,,99.62,98.352,99.873,98.606,98.859,92.327,92.201,92.201,93.79,93.409,93.409,92.395,92.201,92.395,91.888,91.888,91.888,87.706,87.833,94.043,94.17,93.916,85.66,85.66,85.66,87.833,87.833,88.72,88.593,88.72,87.706,87.706,87.706,92.395,92.395,92.269,93.283,92.649,94.17,97.465,97.465,97.592,94.93,90.875,90.875,90.875,91.001,91.001,91.001,90.621,90.241,90.621,89.607,88.593
RMNH.INS.1271326_Ae_annulipes_cantans - COX3 gene,84.78,84.906,85.157,86.692,86.439,86.439,91.381,91.508,91.381,87.579,87.452,87.579,83.899,83.899,84.025,88.213,87.579,87.706,87.17,87.17,87.17,89.607,89.354,89.48,86.946,86.946,86.946,99.62,,98.226,99.493,98.479,98.733,91.95,91.824,91.824,93.663,93.283,93.283,92.522,91.824,92.522,91.762,91.762,91.762,87.326,87.452,93.916,94.043,93.79,85.283,85.283,85.283,87.452,87.452,88.847,88.72,88.847,87.833,87.833,87.833,92.776,92.776,92.649,93.156,92.522,94.043,97.338,97.338,97.465,95.057,90.494,90.494,90.494,90.621,90.621,90.621,90.494,89.861,90.241,89.734,88.466
RMNH.INS.1271327_Ae_annulipes_cantans - COX3 gene,84.528,84.654,84.654,86.819,86.565,86.692,91.508,91.635,91.508,87.579,87.452,87.579,84.025,84.025,84.151,87.072,86.819,86.946,86.541,86.541,86.541,89.607,89.354,89.48,87.326,87.326,87.326,98.352,98.226,,98.226,98.986,98.733,92.201,92.075,92.075,93.536,93.156,93.156,92.142,92.075,92.142,91.381,91.381,91.381,87.959,87.452,93.79,93.663,93.663,85.157,85.157,85.157,87.452,87.452,87.959,87.833,87.706,88.086,88.086,88.086,92.649,92.649,92.522,93.156,92.522,93.663,97.592,97.592,97.719,95.057,90.114,90.114,90.114,90.621,90.621,90.621,90.368,89.987,90.368,89.734,87.959
RMNH.INS.1271328_Ae_annulipes_cantans - COX3 gene,84.78,84.654,84.906,86.946,86.692,86.692,91.635,91.762,91.635,87.833,87.706,87.833,83.899,83.899,84.025,88.213,87.579,87.706,86.918,86.918,86.918,89.607,89.354,89.48,86.946,86.946,86.946,99.873,99.493,98.226,,98.479,98.733,92.201,92.075,92.075,93.663,93.283,93.283,92.522,92.075,92.522,92.015,92.015,92.015,87.579,87.706,93.916,94.043,93.79,85.535,85.535,85.535,87.706,87.706,88.593,88.466,88.593,87.579,87.579,87.579,92.269,92.269,92.142,93.156,92.522,94.043,97.338,97.338,97.465,94.804,90.748,90.748,90.748,91.128,91.128,91.128,90.494,90.114,90.494,89.48,88.466
RMNH.INS.1271329_Ae_annulipes_cantans - COX3 gene,84.528,84.654,84.654,86.946,86.692,86.819,92.015,92.142,91.762,87.959,87.833,87.959,83.774,83.774,83.899,87.452,87.199,87.326,86.289,86.289,86.289,89.354,89.1,89.227,86.819,86.819,86.819,98.606,98.479,98.986,98.479,,99.493,92.201,92.075,92.075,93.79,93.409,93.409,92.395,92.075,92.395,91.255,91.255,91.255,87.959,87.833,93.663,93.79,93.536,85.157,85.157,85.157,87.833,87.833,88.086,87.959,87.833,88.086,88.086,88.086,92.649,92.649,92.522,93.156,92.522,93.79,97.085,97.085,97.212,95.311,90.368,90.368,90.368,90.748,90.748,90.494,90.621,90.241,90.621,89.48,87.833
RMNH.INS.1271330_Ae_annulipes_cantans - COX3 gene,84.277,84.403,84.906,86.946,86.692,86.819,92.015,92.142,91.762,87.833,87.706,87.833,83.774,83.774,83.899,87.959,87.452,87.579,86.289,86.289,86.289,89.607,89.354,89.48,86.819,86.819,86.819,98.859,98.733,98.733,98.733,99.493,,92.201,92.075,92.075,93.536,93.156,93.156,92.649,92.075,92.649,91.255,91.255,91.255,87.706,87.706,93.916,94.043,93.79,85.283,85.283,85.283,87.706,87.706,88.086,87.959,88.086,88.34,88.34,88.34,92.902,92.902,92.776,93.029,92.395,94.043,97.085,97.085,97.212,95.057,90.368,90.368,90.368,91.001,91.001,90.748,90.621,90.241,90.368,89.48,88.34
RMNH.INS.1271331_Ae_rusticus - COX3 gene,84.906,85.031,85.031,86.038,85.786,85.912,90.44,90.44,90.314,86.289,86.415,86.541,85.66,85.66,85.535,86.038,86.164,86.289,86.164,86.164,86.164,87.421,87.17,87.044,85.786,85.786,85.786,92.327,91.95,92.201,92.201,92.201,92.201,,99.874,99.874,90.063,89.811,89.811,89.686,99.874,89.686,90.566,90.566,90.566,86.164,86.415,91.321,91.824,91.321,85.031,85.031,85.031,86.415,86.415,88.176,88.05,87.925,85.157,85.157,85.157,90.44,90.44,90.314,90.692,90.44,91.824,91.824,91.824,91.95,91.447,88.302,88.302,88.302,88.805,88.805,88.805,87.799,87.17,87.296,87.421,87.547
RMNH.INS.1271332_Ae_rusticus - COX3 gene,84.906,85.031,85.031,85.912,85.66,85.786,90.44,90.44,90.314,86.415,86.541,86.667,85.535,85.535,85.409,85.912,86.038,86.164,86.289,86.289,86.289,87.296,87.044,86.918,85.66,85.66,85.66,92.201,91.824,92.075,92.075,92.075,92.075,99.874,,100,90.063,89.811,89.811,89.686,100,89.686,90.44,90.44,90.44,86.289,86.541,91.195,91.698,91.195,84.906,84.906,84.906,86.541,86.541,88.05,87.925,87.799,85.031,85.031,85.031,90.314,90.314,90.189,90.566,90.314,91.698,91.95,91.95,92.075,91.321,88.176,88.176,88.176,88.805,88.805,88.805,87.925,87.296,87.421,87.296,87.547
RMNH.INS.1271333_Ae_rusticus - COX3 gene,84.906,85.031,85.031,85.912,85.66,85.786,90.44,90.44,90.314,86.415,86.541,86.667,85.535,85.535,85.409,85.912,86.038,86.164,86.289,86.289,86.289,87.296,87.044,86.918,85.66,85.66,85.66,92.201,91.824,92.075,92.075,92.075,92.075,99.874,100,,90.063,89.811,89.811,89.686,100,89.686,90.44,90.44,90.44,86.289,86.541,91.195,91.698,91.195,84.906,84.906,84.906,86.541,86.541,88.05,87.925,87.799,85.031,85.031,85.031,90.314,90.314,90.189,90.566,90.314,91.698,91.95,91.95,92.075,91.321,88.176,88.176,88.176,88.805,88.805,88.805,87.925,87.296,87.421,87.296,87.547
RMNH.INS.1271334_Ae_communis - COX3 gene,83.774,83.899,83.899,85.932,85.678,85.932,90.241,90.368,90.241,85.805,85.678,85.805,82.893,82.893,83.019,86.058,86.185,86.312,85.66,85.66,85.66,87.326,87.326,87.452,85.298,85.298,85.298,93.79,93.663,93.536,93.663,93.79,93.536,90.063,90.063,90.063,,99.62,99.62,94.423,90.063,94.423,91.128,91.128,91.128,85.932,85.678,92.015,92.142,91.888,83.522,83.522,83.522,85.678,85.678,86.692,86.692,86.565,86.692,86.692,86.692,90.494,90.494,90.368,90.748,90.368,92.142,93.409,93.409,93.536,91.508,88.593,88.593,88.593,89.607,89.607,89.607,88.847,88.466,88.973,87.706,88.34
RMNH.INS.1271335_Ae_communis - COX3 gene,83.899,84.025,83.774,85.678,85.425,85.678,89.987,90.114,89.987,85.551,85.425,85.551,82.767,82.767,82.893,85.678,85.805,85.932,85.409,85.409,85.409,87.199,87.199,87.326,85.044,85.044,85.044,93.409,93.283,93.156,93.283,93.409,93.156,89.811,89.811,89.811,99.62,,100,94.043,89.811,94.043,90.875,90.875,90.875,85.678,85.425,91.762,91.888,91.635,83.27,83.27,83.27,85.425,85.425,86.312,86.312,86.185,86.312,86.312,86.312,90.368,90.368,90.241,90.368,89.987,91.888,93.029,93.029,93.156,91.381,88.34,88.34,88.34,89.354,89.354,89.354,88.593,88.213,88.72,87.579,87.959
RMNH.INS.1271336_Ae_communis - COX3 gene,83.899,84.025,83.774,85.678,85.425,85.678,89.987,90.114,89.987,85.551,85.425,85.551,82.767,82.767,82.893,85.678,85.805,85.932,85.409,85.409,85.409,87.199,87.199,87.326,85.044,85.044,85.044,93.409,93.283,93.156,93.283,93.409,93.156,89.811,89.811,89.811,99.62,100,,94.043,89.811,94.043,90.875,90.875,90.875,85.678,85.425,91.762,91.888,91.635,83.27,83.27,83.27,85.425,85.425,86.312,86.312,86.185,86.312,86.312,86.312,90.368,90.368,90.241,90.368,89.987,91.888,93.029,93.029,93.156,91.381,88.34,88.34,88.34,89.354,89.354,89.354,88.593,88.213,88.72,87.579,87.959
RMNH.INS.1271337_Ae_punctor - COX3 gene,83.27,83.145,83.396,85.298,85.044,85.298,89.987,90.114,89.987,85.425,85.551,85.678,82.516,82.516,82.39,85.805,85.932,85.551,84.528,84.528,84.528,87.706,87.706,87.579,84.03,84.03,84.03,92.395,92.522,92.142,92.522,92.395,92.649,89.686,89.686,89.686,94.423,94.043,94.043,,89.686,100,90.494,90.494,90.494,85.171,85.551,91.381,91.255,91.255,83.648,83.648,83.648,85.551,85.551,86.058,86.058,86.185,86.946,86.946,86.946,90.241,90.241,90.114,88.973,88.593,91.255,92.269,92.269,92.395,90.494,87.706,87.706,87.706,88.973,88.973,89.227,88.086,87.199,87.706,87.833,86.819
RMNH.INS.1271338_Ae_rusticus - COX3 gene,84.906,85.031,85.031,85.912,85.66,85.786,90.44,90.44,90.314,86.415,86.541,86.667,85.535,85.535,85.409,85.912,86.038,86.164,86.289,86.289,86.289,87.296,87.044,86.918,85.66,85.66,85.66,92.201,91.824,92.075,92.075,92.075,92.075,99.874,100,100,90.063,89.811,89.811,89.686,,89.686,90.44,90.44,90.44,86.289,86.541,91.195,91.698,91.195,84.906,84.906,84.906,86.541,86.541,88.05,87.925,87.799,85.031,85.031,85.031,90.314,90.314,90.189,90.566,90.314,91.698,91.95,91.95,92.075,91.321,88.176,88.176,88.176,88.805,88.805,88.805,87.925,87.296,87.421,87.296,87.547
RMNH.INS.1271339_Ae_punctor - COX3 gene,83.27,83.145,83.396,85.298,85.044,85.298,89.987,90.114,89.987,85.425,85.551,85.678,82.516,82.516,82.39,85.805,85.932,85.551,84.528,84.528,84.528,87.706,87.706,87.579,84.03,84.03,84.03,92.395,92.522,92.142,92.522,92.395,92.649,89.686,89.686,89.686,94.423,94.043,94.043,100,89.686,,90.494,90.494,90.494,85.171,85.551,91.381,91.255,91.255,83.648,83.648,83.648,85.551,85.551,86.058,86.058,86.185,86.946,86.946,86.946,90.241,90.241,90.114,88.973,88.593,91.255,92.269,92.269,92.395,90.494,87.706,87.706,87.706,88.973,88.973,89.227,88.086,87.199,87.706,87.833,86.819
RMNH.INS.1271340_Ae_geniculatus - COX3 gene,83.899,83.774,83.774,85.551,85.298,85.298,89.1,88.973,89.227,86.058,86.058,86.185,83.019,83.019,83.019,87.579,87.199,86.946,85.409,85.409,85.409,86.946,86.692,86.692,85.932,85.932,85.932,91.888,91.762,91.381,92.015,91.255,91.255,90.566,90.44,90.44,91.128,90.875,90.875,90.494,90.44,90.494,,100,100,85.551,86.058,89.734,89.607,89.734,84.403,84.403,84.403,86.058,86.058,87.959,87.833,87.706,86.692,86.692,86.692,89.734,89.734,89.607,89.987,89.607,89.607,91.128,91.128,91.255,90.494,88.973,88.973,88.973,89.861,89.861,89.987,88.213,87.579,87.833,87.326,87.326
RMNH.INS.1271341_Ae_geniculatus - COX3 gene,83.899,83.774,83.774,85.551,85.298,85.298,89.1,88.973,89.227,86.058,86.058,86.185,83.019,83.019,83.019,87.579,87.199,86.946,85.409,85.409,85.409,86.946,86.692,86.692,85.932,85.932,85.932,91.888,91.762,91.381,92.015,91.255,91.255,90.566,90.44,90.44,91.128,90.875,90.875,90.494,90.44,90.494,100,,100,85.551,86.058,89.734,89.607,89.734,84.403,84.403,84.403,86.058,86.058,87.959,87.833,87.706,86.692,86.692,86.692,89.734,89.734,89.607,89.987,89.607,89.607,91.128,91.128,91.255,90.494,88.973,88.973,88.973,89.861,89.861,89.987,88.213,87.579,87.833,87.326,87.326
RMNH.INS.1271342_Ae_geniculatus - COX3 gene,83.899,83.774,83.774,85.551,85.298,85.298,89.1,88.973,89.227,86.058,86.058,86.185,83.019,83.019,83.019,87.579,87.199,86.946,85.409,85.409,85.409,86.946,86.692,86.692,85.932,85.932,85.932,91.888,91.762,91.381,92.015,91.255,91.255,90.566,90.44,90.44,91.128,90.875,90.875,90.494,90.44,90.494,100,100,,85.551,86.058,89.734,89.607,89.734,84.403,84.403,84.403,86.058,86.058,87.959,87.833,87.706,86.692,86.692,86.692,89.734,89.734,89.607,89.987,89.607,89.607,91.128,91.128,91.255,90.494,88.973,88.973,88.973,89.861,89.861,89.987,88.213,87.579,87.833,87.326,87.326
RMNH.INS.1271344_Cs_subochrea - COX3 gene,85.157,85.409,85.283,86.439,86.185,86.439,87.199,87.199,87.326,95.564,95.437,95.564,85.157,85.157,85.157,87.452,87.833,87.959,86.164,86.164,86.164,86.819,86.565,86.565,89.227,89.227,89.227,87.706,87.326,87.959,87.579,87.959,87.706,86.164,86.289,86.289,85.932,85.678,85.678,85.171,86.289,85.171,85.551,85.551,85.551,,95.437,87.326,87.452,87.326,85.157,85.157,85.157,95.437,95.437,88.213,88.086,87.959,88.847,88.847,88.847,86.946,86.946,86.819,86.312,86.185,87.452,87.706,87.706,87.706,87.072,87.579,87.579,87.579,85.298,85.298,85.298,87.959,87.452,87.706,86.819,89.227
RMNH.INS.1271345_Cs_annulata - COX3 gene,85.157,85.409,85.409,85.932,85.932,86.185,87.199,87.072,87.326,99.873,100,99.873,85.409,85.409,85.409,88.086,88.086,88.213,85.031,85.031,85.031,87.072,86.819,86.819,89.987,89.987,89.987,87.833,87.452,87.452,87.706,87.833,87.706,86.415,86.541,86.541,85.678,85.425,85.425,85.551,86.541,85.551,86.058,86.058,86.058,95.437,,87.072,87.452,86.946,85.409,85.409,85.409,100,100,87.959,87.833,87.579,87.959,87.959,87.959,86.946,86.946,87.072,86.819,86.946,87.452,87.072,87.072,87.199,86.439,87.579,87.579,87.579,85.678,85.678,85.678,87.326,87.072,87.072,87.072,88.593
RMNH.INS.1271346_Ae_caspius - COX3 gene,83.899,84.025,84.277,86.439,86.185,86.312,91.381,91.508,91.381,87.199,87.072,87.199,83.522,83.522,83.648,87.326,86.692,86.819,86.415,86.415,86.415,88.466,88.213,88.34,85.805,85.805,85.805,94.043,93.916,93.79,93.916,93.663,93.916,91.321,91.195,91.195,92.015,91.762,91.762,91.381,91.195,91.381,89.734,89.734,89.734,87.326,87.072,,99.113,99.62,84.025,84.025,84.025,87.072,87.072,88.34,88.213,88.213,85.932,85.932,85.932,91.635,91.635,91.635,91.762,91.381,99.113,93.663,93.663,93.79,93.536,88.847,88.847,88.847,89.987,89.987,89.987,89.987,89.227,89.48,88.34,86.946
RMNH.INS.1271347_Ae_caspius - COX3 gene,84.151,84.277,84.528,86.185,85.932,86.058,91.635,91.762,91.635,87.579,87.452,87.579,83.899,83.899,84.025,87.959,87.326,87.452,86.541,86.541,86.541,88.466,88.213,88.34,85.932,85.932,85.932,94.17,94.043,93.663,94.043,93.79,94.043,91.824,91.698,91.698,92.142,91.888,91.888,91.255,91.698,91.255,89.607,89.607,89.607,87.452,87.452,99.113,,99.24,84.277,84.277,84.277,87.452,87.452,88.593,88.466,88.466,86.185,86.185,86.185,91.635,91.635,91.508,91.635,91.255,100,93.79,93.79,93.916,93.536,88.847,88.847,88.847,90.241,90.241,90.241,90.368,89.861,89.861,88.34,87.452
RMNH.INS.1271348_Ae_caspius - COX3 gene,83.899,84.025,84.277,86.439,86.185,86.312,91.381,91.508,91.381,87.072,86.946,87.072,83.522,83.522,83.648,87.326,86.692,86.819,86.415,86.415,86.415,88.34,88.086,88.213,85.678,85.678,85.678,93.916,93.79,93.663,93.79,93.536,93.79,91.321,91.195,91.195,91.888,91.635,91.635,91.255,91.195,91.255,89.734,89.734,89.734,87.326,86.946,99.62,99.24,,84.025,84.025,84.025,86.946,86.946,88.213,88.086,88.086,85.932,85.932,85.932,91.888,91.888,91.762,91.508,91.128,99.24,93.536,93.536,93.663,93.409,88.847,88.847,88.847,89.987,89.987,89.987,89.987,89.227,89.48,88.213,86.946
RMNH.INS.1271349_An_plumbeus_partial_genome - COX3 gene,88.05,88.302,88.302,81.635,81.384,81.384,83.648,83.774,83.522,85.535,85.409,85.535,88.679,88.679,88.679,84.151,83.522,83.774,84.78,84.906,84.78,82.893,82.642,82.642,83.019,83.019,83.019,85.66,85.283,85.157,85.535,85.157,85.283,85.031,84.906,84.906,83.522,83.27,83.27,83.648,84.906,83.648,84.403,84.403,84.403,85.157,85.409,84.025,84.277,84.025,,100,100,85.409,85.409,84.403,84.277,84.151,84.151,84.151,84.151,83.019,83.019,82.893,84.78,84.528,84.277,85.157,85.157,85.283,84.277,83.648,83.648,83.648,83.522,83.522,83.522,83.648,83.145,83.396,83.019,84.654
RMNH.INS.1271350_An_plumbeus_partial_genome - COX3 gene,88.05,88.302,88.302,81.635,81.384,81.384,83.648,83.774,83.522,85.535,85.409,85.535,88.679,88.679,88.679,84.151,83.522,83.774,84.78,84.906,84.78,82.893,82.642,82.642,83.019,83.019,83.019,85.66,85.283,85.157,85.535,85.157,85.283,85.031,84.906,84.906,83.522,83.27,83.27,83.648,84.906,83.648,84.403,84.403,84.403,85.157,85.409,84.025,84.277,84.025,100,,100,85.409,85.409,84.403,84.277,84.151,84.151,84.151,84.151,83.019,83.019,82.893,84.78,84.528,84.277,85.157,85.157,85.283,84.277,83.648,83.648,83.648,83.522,83.522,83.522,83.648,83.145,83.396,83.019,84.654
RMNH.INS.1271351_An_plumbeus_partial_genome - COX3 gene,88.05,88.302,88.302,81.635,81.384,81.384,83.648,83.774,83.522,85.535,85.409,85.535,88.679,88.679,88.679,84.151,83.522,83.774,84.78,84.906,84.78,82.893,82.642,82.642,83.019,83.019,83.019,85.66,85.283,85.157,85.535,85.157,85.283,85.031,84.906,84.906,83.522,83.27,83.27,83.648,84.906,83.648,84.403,84.403,84.403,85.157,85.409,84.025,84.277,84.025,100,100,,85.409,85.409,84.403,84.277,84.151,84.151,84.151,84.151,83.019,83.019,82.893,84.78,84.528,84.277,85.157,85.157,85.283,84.277,83.648,83.648,83.648,83.522,83.522,83.522,83.648,83.145,83.396,83.019,84.654
RMNH.INS.1271352_Cs_annulata - COX3 gene,85.157,85.409,85.409,85.932,85.932,86.185,87.199,87.072,87.326,99.873,100,99.873,85.409,85.409,85.409,88.086,88.086,88.213,85.031,85.031,85.031,87.072,86.819,86.819,89.987,89.987,89.987,87.833,87.452,87.452,87.706,87.833,87.706,86.415,86.541,86.541,85.678,85.425,85.425,85.551,86.541,85.551,86.058,86.058,86.058,95.437,100,87.072,87.452,86.946,85.409,85.409,85.409,,100,87.959,87.833,87.579,87.959,87.959,87.959,86.946,86.946,87.072,86.819,86.946,87.452,87.072,87.072,87.199,86.439,87.579,87.579,87.579,85.678,85.678,85.678,87.326,87.072,87.072,87.072,88.593
RMNH.INS.1271354_Cs_annulata - COX3 gene,85.157,85.409,85.409,85.932,85.932,86.185,87.199,87.072,87.326,99.873,100,99.873,85.409,85.409,85.409,88.086,88.086,88.213,85.031,85.031,85.031,87.072,86.819,86.819,89.987,89.987,89.987,87.833,87.452,87.452,87.706,87.833,87.706,86.415,86.541,86.541,85.678,85.425,85.425,85.551,86.541,85.551,86.058,86.058,86.058,95.437,100,87.072,87.452,86.946,85.409,85.409,85.409,100,,87.959,87.833,87.579,87.959,87.959,87.959,86.946,86.946,87.072,86.819,86.946,87.452,87.072,87.072,87.199,86.439,87.579,87.579,87.579,85.678,85.678,85.678,87.326,87.072,87.072,87.072,88.593
RMNH.INS.1271355_Cx_pipiens - COX3 gene,85.157,85.409,85.283,87.833,87.579,87.579,87.199,87.072,87.326,88.086,87.959,88.086,84.78,84.78,84.78,94.043,93.536,93.79,89.057,89.057,89.057,85.425,85.171,85.171,87.959,87.959,87.959,88.72,88.847,87.959,88.593,88.086,88.086,88.176,88.05,88.05,86.692,86.312,86.312,86.058,88.05,86.058,87.959,87.959,87.959,88.213,87.959,88.34,88.593,88.213,84.403,84.403,84.403,87.959,87.959,,99.873,99.62,88.593,88.593,88.593,86.819,86.819,86.946,88.34,87.833,88.593,88.086,88.086,88.086,88.086,86.692,86.692,86.692,88.213,88.213,88.34,87.706,86.819,86.946,85.678,88.593
RMNH.INS.1271356_Cx_pipiens - COX3 gene,85.031,85.283,85.157,87.833,87.579,87.579,87.072,86.946,87.199,87.959,87.833,87.959,84.654,84.654,84.654,93.916,93.409,93.663,88.931,88.931,88.931,85.298,85.044,85.044,87.833,87.833,87.833,88.593,88.72,87.833,88.466,87.959,87.959,88.05,87.925,87.925,86.692,86.312,86.312,86.058,87.925,86.058,87.833,87.833,87.833,88.086,87.833,88.213,88.466,88.086,84.277,84.277,84.277,87.833,87.833,99.873,,99.747,88.466,88.466,88.466,86.692,86.692,86.819,88.213,87.706,88.466,87.959,87.959,87.959,87.959,86.565,86.565,86.565,88.086,88.086,88.213,87.579,86.692,86.819,85.551,88.466
RMNH.INS.1271357_Cx_pipiens - COX3 gene,84.906,85.157,85.283,87.579,87.326,87.326,86.946,86.819,87.072,87.706,87.579,87.706,84.528,84.528,84.528,93.916,93.156,93.409,88.805,88.805,88.805,85.425,85.171,85.171,87.959,87.959,87.959,88.72,88.847,87.706,88.593,87.833,88.086,87.925,87.799,87.799,86.565,86.185,86.185,86.185,87.799,86.185,87.706,87.706,87.706,87.959,87.579,88.213,88.466,88.086,84.151,84.151,84.151,87.579,87.579,99.62,99.747,,88.34,88.34,88.34,86.819,86.819,86.946,88.086,87.579,88.466,87.833,87.833,87.833,87.833,86.439,86.439,86.439,88.213,88.213,88.34,87.452,86.565,86.692,85.425,88.466
RMNH.INS.1271358_Cs_morsitans - COX3 gene,84.025,84.277,84.403,85.678,85.425,85.425,86.439,86.439,86.439,88.086,87.959,88.086,84.277,84.277,84.151,87.072,86.946,87.199,85.912,85.912,85.912,85.805,85.551,85.425,87.579,87.579,87.579,87.706,87.833,88.086,87.579,88.086,88.34,85.157,85.031,85.031,86.692,86.312,86.312,86.946,85.031,86.946,86.692,86.692,86.692,88.847,87.959,85.932,86.185,85.932,84.151,84.151,84.151,87.959,87.959,88.593,88.466,88.34,,100,100,86.185,86.185,86.058,86.058,85.805,86.185,87.326,87.326,87.326,86.946,86.312,86.312,86.312,87.452,87.452,87.833,86.692,86.565,86.565,85.805,90.875
